switch_amplitude,switch_frequency
11,0.0
19,0.02
221,0.04
26,0.06
14,0.08
20,0.1
34,0.12
26,0.14
27,0.16
29,0.18
24,0.2
25,0.22
29,0.24
28,0.26
28,0.28
30,0.3
27,0.32
26,0.34
29,0.36
29,0.38
28,0.4
30,0.42
28,0.44
26,0.46
28,0.48
29,0.5
28,0.52
30,0.54
29,0.56
27,0.58
28,0.6
29,0.62
28,0.64
29,0.66
29,0.68
27,0.7
27,0.72
29,0.74
28,0.76
28,0.78
29,0.8
28,0.82
27,0.84
28,0.86
28,0.88
28,0.9
29,0.92
28,0.94
27,0.96
28,0.98
28,1.0
28,1.02
29,1.04
29,1.06
28,1.08
28,1.1
28,1.12
28,1.14
28,1.16
29,1.18
28,1.2
28,1.22
28,1.24
28,1.26
28,1.28
29,1.3
28,1.32
28,1.34
28,1.36
28,1.38
28,1.4
29,1.42
28,1.44
28,1.46
28,1.48
28,1.5
28,1.52
28,1.54
29,1.56
28,1.58
28,1.6
28,1.62
28,1.64
28,1.66
29,1.68
28,1.7
28,1.72
28,1.74
28,1.76
28,1.78
29,1.8
28,1.82
28,1.84
28,1.86
28,1.88
28,1.9
29,1.92
28,1.94
28,1.96
28,1.98
28,2.0
28,2.02
28,2.04
29,2.06
28,2.08
28,2.1
28,2.12
28,2.14
28,2.16
29,2.18
28,2.2
28,2.22
28,2.24
28,2.26
28,2.28
29,2.3
28,2.32
28,2.34
28,2.36
28,2.38
28,2.4
28,2.42
28,2.44
28,2.46
28,2.48
28,2.5
28,2.52
28,2.54
28,2.56
28,2.58
28,2.6
28,2.62
28,2.64
28,2.66
28,2.68
28,2.7
28,2.72
28,2.74
28,2.76
28,2.78
28,2.8
28,2.82
28,2.84
28,2.86
28,2.88
28,2.9
28,2.92
28,2.94
28,2.96
28,2.98
28,3.0
