switch_amplitude,switch_frequency
51,0.0
82,0.02
69,0.06
56,0.08
58,0.1
71,0.12
61,0.14
63,0.16
65,0.18
67,0.2
69,0.22
71,0.24
73,0.26
75,0.28
78,0.3
80,0.32
83,0.34
85,0.36
88,0.38
90,0.4
92,0.42
95,0.44
98,0.46
100,0.48
103,0.5
105,0.52
107,0.54
110,0.56
113,0.58
115,0.6
118,0.62
120,0.64
122,0.66
125,0.68
127,0.7
129,0.72
132,0.74
134,0.76
136,0.78
139,0.8
141,0.82
143,0.84
145,0.86
148,0.88
149,0.9
152,0.92
154,0.94
156,0.96
158,0.98
160,1.0
162,1.02
163,1.04
165,1.06
167,1.08
169,1.1
171,1.12
173,1.14
174,1.16
176,1.18
177,1.2
179,1.22
180,1.24
182,1.26
183,1.28
185,1.3
186,1.32
187,1.34
189,1.36
190,1.38
191,1.4
192,1.42
194,1.44
194,1.46
196,1.48
197,1.5
198,1.52
199,1.54
200,1.56
200,1.58
201,1.6
202,1.62
203,1.64
204,1.66
205,1.68
206,1.7
206,1.72
207,1.74
208,1.76
208,1.78
209,1.8
210,1.82
210,1.84
211,1.86
212,1.88
212,1.9
213,1.92
213,1.94
213,1.96
214,1.98
215,2.0
215,2.02
215,2.04
216,2.06
216,2.08
216,2.1
217,2.12
217,2.14
218,2.16
218,2.18
218,2.2
219,2.22
219,2.24
219,2.26
220,2.28
220,2.3
220,2.32
220,2.34
221,2.36
221,2.38
221,2.4
222,2.42
222,2.44
222,2.46
222,2.48
223,2.5
223,2.52
223,2.54
223,2.56
223,2.58
223,2.6
224,2.62
224,2.64
224,2.66
224,2.68
224,2.7
224,2.72
225,2.74
225,2.76
225,2.78
225,2.8
225,2.82
225,2.84
225,2.86
226,2.88
226,2.9
226,2.92
226,2.94
226,2.96
226,2.98
226,3.0
