switch_amplitude,switch_frequency
28,0.0
45,0.02
199,0.04
38,0.06
30,0.08
32,0.1
39,0.12
34,0.14
35,0.16
36,0.18
37,0.2
38,0.22
39,0.24
41,0.26
42,0.28
43,0.3
45,0.32
46,0.34
47,0.36
48,0.38
49,0.4
51,0.42
52,0.44
53,0.46
54,0.48
55,0.5
56,0.52
57,0.54
58,0.56
59,0.58
60,0.6
61,0.62
62,0.64
63,0.66
64,0.68
65,0.7
66,0.72
67,0.74
67,0.76
68,0.78
69,0.8
70,0.82
70,0.84
71,0.86
72,0.88
72,0.9
73,0.92
74,0.94
74,0.96
75,0.98
76,1.0
76,1.02
77,1.04
78,1.06
78,1.08
79,1.1
79,1.12
80,1.14
80,1.16
81,1.18
81,1.2
82,1.22
82,1.24
83,1.26
83,1.28
83,1.3
84,1.32
84,1.34
85,1.36
85,1.38
85,1.4
86,1.42
86,1.44
86,1.46
87,1.48
87,1.5
87,1.52
88,1.54
88,1.56
88,1.58
88,1.6
89,1.62
89,1.64
89,1.66
89,1.68
90,1.7
90,1.72
90,1.74
90,1.76
90,1.78
91,1.8
91,1.82
91,1.84
91,1.86
91,1.88
92,1.9
92,1.92
92,1.94
92,1.96
92,1.98
92,2.0
92,2.02
93,2.04
93,2.06
93,2.08
93,2.1
93,2.12
93,2.14
93,2.16
93,2.18
94,2.2
94,2.22
94,2.24
94,2.26
94,2.28
94,2.3
94,2.32
94,2.34
94,2.36
94,2.38
94,2.4
94,2.42
95,2.44
95,2.46
95,2.48
95,2.5
95,2.52
95,2.54
95,2.56
95,2.58
95,2.6
95,2.62
95,2.64
95,2.66
95,2.68
95,2.7
95,2.72
95,2.74
95,2.76
95,2.78
96,2.8
96,2.82
96,2.84
96,2.86
96,2.88
96,2.9
96,2.92
96,2.94
96,2.96
96,2.98
96,3.0
