switch_amplitude,switch_frequency
26,0.0
44,0.02
235,0.04
40,0.06
29,0.08
32,0.1
44,0.12
36,0.14
36,0.16
38,0.18
41,0.2
43,0.22
45,0.24
48,0.26
49,0.28
51,0.3
53,0.32
54,0.34
57,0.36
58,0.38
59,0.4
60,0.42
61,0.44
62,0.46
64,0.48
65,0.5
66,0.52
67,0.54
67,0.56
68,0.58
69,0.6
70,0.62
71,0.64
71,0.66
72,0.68
72,0.7
73,0.72
74,0.74
74,0.76
74,0.78
75,0.8
75,0.82
76,0.84
77,0.86
77,0.88
77,0.9
78,0.92
78,0.94
78,0.96
79,0.98
79,1.0
80,1.02
80,1.04
80,1.06
80,1.08
81,1.1
81,1.12
81,1.14
82,1.16
82,1.18
82,1.2
82,1.22
83,1.24
83,1.26
83,1.28
83,1.3
83,1.32
83,1.34
84,1.36
84,1.38
84,1.4
84,1.42
84,1.44
84,1.46
85,1.48
85,1.5
85,1.52
85,1.54
85,1.56
85,1.58
85,1.6
86,1.62
86,1.64
86,1.66
86,1.68
86,1.7
86,1.72
86,1.74
86,1.76
86,1.78
86,1.8
86,1.82
86,1.84
87,1.86
87,1.88
87,1.9
87,1.92
87,1.94
87,1.96
87,1.98
87,2.0
87,2.02
87,2.04
87,2.06
87,2.08
87,2.1
87,2.12
87,2.14
87,2.16
88,2.18
87,2.2
87,2.22
88,2.24
88,2.26
88,2.28
88,2.3
88,2.32
88,2.34
88,2.36
88,2.38
88,2.4
88,2.42
88,2.44
88,2.46
88,2.48
88,2.5
88,2.52
88,2.54
88,2.56
88,2.58
88,2.6
88,2.62
88,2.64
88,2.66
88,2.68
88,2.7
88,2.72
88,2.74
88,2.76
88,2.78
88,2.8
88,2.82
88,2.84
88,2.86
88,2.88
88,2.9
88,2.92
88,2.94
88,2.96
88,2.98
88,3.0
