R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,1.1181462806715824e-16,6.588723439378913,43.41127656062109,218.05638280310546,0.003381746702554861,0.44087541280350484,546.1131712454334,49.55574284049394,1.0202904802153292,1.0202904802153292
