switch_amplitude,switch_frequency
17,0.0
31,0.02
262,0.04
34,0.06
21,0.08
25,0.1
44,0.12
33,0.14
32,0.16
35,0.18
36,0.2
38,0.22
42,0.24
43,0.26
42,0.28
43,0.3
42,0.32
42,0.34
45,0.36
46,0.38
44,0.4
46,0.42
45,0.44
44,0.46
46,0.48
47,0.5
46,0.52
47,0.54
47,0.56
46,0.58
47,0.6
48,0.62
47,0.64
48,0.66
48,0.68
47,0.7
47,0.72
48,0.74
48,0.76
48,0.78
49,0.8
48,0.82
47,0.84
49,0.86
49,0.88
48,0.9
49,0.92
49,0.94
48,0.96
49,0.98
49,1.0
49,1.02
49,1.04
49,1.06
49,1.08
49,1.1
50,1.12
49,1.14
50,1.16
50,1.18
49,1.2
49,1.22
50,1.24
50,1.26
50,1.28
50,1.3
50,1.32
49,1.34
50,1.36
50,1.38
50,1.4
50,1.42
50,1.44
50,1.46
50,1.48
50,1.5
50,1.52
51,1.54
51,1.56
50,1.58
50,1.6
51,1.62
51,1.64
51,1.66
51,1.68
50,1.7
50,1.72
51,1.74
51,1.76
51,1.78
51,1.8
51,1.82
50,1.84
51,1.86
51,1.88
51,1.9
51,1.92
51,1.94
51,1.96
51,1.98
51,2.0
51,2.02
51,2.04
51,2.06
51,2.08
51,2.1
51,2.12
51,2.14
51,2.16
51,2.18
51,2.2
51,2.22
51,2.24
51,2.26
51,2.28
51,2.3
51,2.32
51,2.34
51,2.36
51,2.38
51,2.4
51,2.42
51,2.44
51,2.46
51,2.48
51,2.5
51,2.52
51,2.54
51,2.56
51,2.58
51,2.6
51,2.62
51,2.64
51,2.66
52,2.68
51,2.7
51,2.72
51,2.74
51,2.76
51,2.78
52,2.8
51,2.82
51,2.84
51,2.86
51,2.88
51,2.9
51,2.92
52,2.94
51,2.96
51,2.98
51,3.0
