switch_amplitude,switch_frequency
25,0.0
40,0.02
178,0.04
34,0.06
27,0.08
29,0.1
35,0.12
31,0.14
31,0.16
32,0.18
33,0.2
34,0.22
36,0.24
37,0.26
38,0.28
39,0.3
40,0.32
41,0.34
42,0.36
44,0.38
44,0.4
45,0.42
47,0.44
48,0.46
49,0.48
50,0.5
51,0.52
51,0.54
52,0.56
53,0.58
54,0.6
55,0.62
56,0.64
56,0.66
57,0.68
58,0.7
59,0.72
60,0.74
60,0.76
61,0.78
61,0.8
62,0.82
63,0.84
63,0.86
64,0.88
65,0.9
65,0.92
66,0.94
66,0.96
67,0.98
68,1.0
68,1.02
68,1.04
69,1.06
69,1.08
70,1.1
70,1.12
71,1.14
71,1.16
72,1.18
72,1.2
72,1.22
73,1.24
73,1.26
73,1.28
74,1.3
74,1.32
74,1.34
75,1.36
75,1.38
75,1.4
76,1.42
76,1.44
76,1.46
77,1.48
77,1.5
77,1.52
77,1.54
78,1.56
78,1.58
78,1.6
78,1.62
78,1.64
79,1.66
79,1.68
79,1.7
79,1.72
79,1.74
80,1.76
80,1.78
80,1.8
80,1.82
80,1.84
80,1.86
80,1.88
81,1.9
81,1.92
81,1.94
81,1.96
81,1.98
81,2.0
81,2.02
81,2.04
82,2.06
82,2.08
82,2.1
82,2.12
82,2.14
82,2.16
82,2.18
82,2.2
82,2.22
82,2.24
82,2.26
82,2.28
83,2.3
83,2.32
83,2.34
83,2.36
83,2.38
83,2.4
83,2.42
83,2.44
83,2.46
83,2.48
83,2.5
83,2.52
83,2.54
83,2.56
83,2.58
83,2.6
83,2.62
83,2.64
83,2.66
84,2.68
84,2.7
84,2.72
84,2.74
84,2.76
84,2.78
84,2.8
84,2.82
84,2.84
84,2.86
84,2.88
84,2.9
84,2.92
84,2.94
84,2.96
84,2.98
84,3.0
