switch_amplitude,switch_frequency
44,0.0
73,0.02
64,0.06
49,0.08
51,0.1
66,0.12
56,0.14
57,0.16
59,0.18
61,0.2
64,0.22
66,0.24
69,0.26
71,0.28
74,0.3
76,0.32
79,0.34
82,0.36
84,0.38
86,0.4
89,0.42
91,0.44
94,0.46
96,0.48
99,0.5
101,0.52
102,0.54
105,0.56
107,0.58
109,0.6
111,0.62
113,0.64
115,0.66
117,0.68
119,0.7
121,0.72
123,0.74
125,0.76
126,0.78
128,0.8
130,0.82
131,0.84
133,0.86
135,0.88
136,0.9
138,0.92
139,0.94
140,0.96
142,0.98
144,1.0
145,1.02
146,1.04
147,1.06
148,1.08
150,1.1
151,1.12
152,1.14
153,1.16
155,1.18
155,1.2
156,1.22
158,1.24
159,1.26
159,1.28
160,1.3
161,1.32
162,1.34
163,1.36
164,1.38
165,1.4
165,1.42
166,1.44
167,1.46
167,1.48
168,1.5
169,1.52
169,1.54
170,1.56
171,1.58
171,1.6
172,1.62
172,1.64
173,1.66
173,1.68
174,1.7
174,1.72
175,1.74
175,1.76
176,1.78
176,1.8
176,1.82
177,1.84
177,1.86
178,1.88
178,1.9
178,1.92
179,1.94
179,1.96
179,1.98
179,2.0
180,2.02
180,2.04
180,2.06
180,2.08
181,2.1
181,2.12
181,2.14
181,2.16
182,2.18
182,2.2
182,2.22
182,2.24
183,2.26
183,2.28
183,2.3
183,2.32
183,2.34
183,2.36
184,2.38
184,2.4
184,2.42
184,2.44
184,2.46
184,2.48
184,2.5
185,2.52
185,2.54
185,2.56
185,2.58
185,2.6
185,2.62
185,2.64
185,2.66
185,2.68
186,2.7
185,2.72
186,2.74
186,2.76
186,2.78
186,2.8
186,2.82
186,2.84
186,2.86
186,2.88
186,2.9
186,2.92
187,2.94
186,2.96
186,2.98
187,3.0
