switch_amplitude,switch_frequency
7,0.0
12,0.02
63,0.04
11,0.06
9,0.08
9,0.1
12,0.12
10,0.14
11,0.16
11,0.18
12,0.2
12,0.22
13,0.24
13,0.26
13,0.28
14,0.3
14,0.32
15,0.34
15,0.36
15,0.38
15,0.4
16,0.42
16,0.44
16,0.46
16,0.48
17,0.5
17,0.52
17,0.54
17,0.56
17,0.58
17,0.6
17,0.62
17,0.64
17,0.66
17,0.68
17,0.7
17,0.72
18,0.74
18,0.76
18,0.78
18,0.8
18,0.82
18,0.84
18,0.86
18,0.88
18,0.9
18,0.92
18,0.94
18,0.96
18,0.98
18,1.0
18,1.02
18,1.04
18,1.06
18,1.08
18,1.1
18,1.12
18,1.14
18,1.16
18,1.18
18,1.2
18,1.22
18,1.24
18,1.26
18,1.28
18,1.3
18,1.32
18,1.34
18,1.36
18,1.38
18,1.4
19,1.42
19,1.44
18,1.46
18,1.48
19,1.5
19,1.52
19,1.54
19,1.56
18,1.58
18,1.6
19,1.62
19,1.64
19,1.66
19,1.68
19,1.7
19,1.72
19,1.74
19,1.76
19,1.78
19,1.8
19,1.82
19,1.84
19,1.86
19,1.88
19,1.9
19,1.92
19,1.94
19,1.96
19,1.98
19,2.0
19,2.02
19,2.04
19,2.06
19,2.08
19,2.1
19,2.12
19,2.14
19,2.16
19,2.18
19,2.2
19,2.22
19,2.24
19,2.26
19,2.28
19,2.3
19,2.32
19,2.34
19,2.36
19,2.38
19,2.4
19,2.42
19,2.44
19,2.46
19,2.48
19,2.5
19,2.52
19,2.54
19,2.56
19,2.58
19,2.6
19,2.62
19,2.64
19,2.66
19,2.68
19,2.7
19,2.72
19,2.74
19,2.76
19,2.78
19,2.8
19,2.82
19,2.84
19,2.86
19,2.88
19,2.9
19,2.92
19,2.94
19,2.96
19,2.98
19,3.0
