R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,4.201228001157417e-17,6.588723439378913,43.41127656062109,391.7014890455898,0.012423460470371395,0.8990570726875732,295.5311168010523,49.08851946684205,1.1366580651740852,1.1366580651740852
