amp,freq,stime,stime_minimum,gene_id,prc2
100,1.6,"Any[112.2, 112.3, 112.3, 112.3, 112.2, 112.1, 112.2, 112.2, 112.3, 112.3, 112.3, 112.2, 112.1, 112.2, 112.2]",112.1,49,0.35
100,1.7,"Any[112.3, 112.3, 112.3, 112.2, 112.2, 112.2, 112.2, 112.3, 112.3, 112.3, 112.2, 112.2, 112.2, 112.2, 112.3]",112.2,49,0.35
100,1.8,"Any[112.3, 112.3, 112.1, 112.2, 112.2, 112.3, 112.3, 112.3, 112.3, 112.1, 112.2, 112.2, 112.3, 112.3, 112.3]",112.1,49,0.35
100,1.9,"Any[112.3, 112.2, 112.2, 112.2, 112.2, 112.3, 112.3, 112.3, 112.2, 112.2, 112.2, 112.2, 112.3, 112.3, 112.3]",112.2,49,0.35
100,2.0,"Any[112.2, 112.2, 112.2, 112.3, 112.3, 112.3, 112.2, 112.2, 112.2, 112.2, 112.3, 112.3, 112.3, 112.2, 112.2]",112.2,49,0.35
300,0.0,"Any[106.3, 106.5, 106.9, 110.2, 110.2, 106.9, 106.5, 106.3, 106.5, 106.9, 110.2, 110.2, 106.9, 106.5, 106.3]",106.3,49,0.35
300,0.1,"Any[106.9, 112.3, 109.6, 107.1, 106.5, 106.4, 106.4, 106.9, 112.3, 109.6, 107.1, 106.5, 106.4, 106.4, 106.9]",106.4,49,0.35
300,0.2,"Any[109.1, 107.4, 106.6, 106.4, 106.5, 107.1, 109.8, 109.1, 107.4, 106.6, 106.4, 106.5, 107.1, 109.8, 109.1]",106.4,49,0.35
300,0.3,"Any[106.8, 106.4, 106.5, 107.4, 108.8, 108.6, 107.7, 106.8, 106.4, 106.5, 107.4, 108.8, 108.6, 107.7, 106.8]",106.4,49,0.35
300,0.4,"Any[106.7, 107.4, 108.3, 108.2, 107.7, 107.1, 106.6, 106.7, 107.4, 108.3, 108.2, 107.7, 107.1, 106.6, 106.7]",106.6,49,0.35
300,0.5,"Any[107.9, 108.0, 107.7, 107.3, 107.0, 106.9, 107.4, 107.9, 108.0, 107.7, 107.3, 107.0, 106.9, 107.4, 107.9]",106.9,49,0.35
300,0.6,"Any[107.6, 107.5, 107.4, 107.2, 107.4, 107.7, 107.7, 107.6, 107.5, 107.4, 107.2, 107.4, 107.7, 107.7, 107.6]",107.2,49,0.35
300,0.7,"Any[107.6, 107.5, 107.4, 107.5, 107.6, 107.6, 107.6, 107.6, 107.5, 107.4, 107.5, 107.6, 107.6, 107.6, 107.6]",107.4,49,0.35
300,0.8,"Any[107.5, 107.4, 107.5, 107.6, 107.7, 107.7, 107.6, 107.5, 107.4, 107.5, 107.6, 107.7, 107.7, 107.6, 107.5]",107.4,49,0.35
300,0.9,"Any[107.5, 107.6, 107.7, 107.7, 107.6, 107.6, 107.5, 107.5, 107.6, 107.7, 107.7, 107.6, 107.6, 107.5, 107.5]",107.5,49,0.35
300,1.0,"Any[107.6, 107.6, 107.6, 107.6, 107.6, 107.5, 107.5, 107.6, 107.6, 107.6, 107.6, 107.6, 107.5, 107.5, 107.6]",107.5,49,0.35
300,1.1,"Any[107.6, 107.7, 107.7, 107.6, 107.5, 107.6, 107.6, 107.6, 107.7, 107.7, 107.6, 107.5, 107.6, 107.6, 107.6]",107.5,49,0.35
300,1.2,"Any[107.7, 107.6, 107.6, 107.5, 107.6, 107.6, 107.7, 107.7, 107.6, 107.6, 107.5, 107.6, 107.6, 107.7, 107.7]",107.5,49,0.35
300,1.3,"Any[107.6, 107.5, 107.6, 107.6, 107.6, 107.7, 107.7, 107.6, 107.5, 107.6, 107.6, 107.6, 107.7, 107.7, 107.6]",107.5,49,0.35
300,1.4,"Any[107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6]",107.6,49,0.35
300,1.5,"Any[107.6, 107.6, 107.6, 107.7, 107.7, 107.6, 107.6, 107.6, 107.6, 107.6, 107.7, 107.7, 107.6, 107.6, 107.6]",107.6,49,0.35
300,1.6,"Any[107.6, 107.7, 107.7, 107.6, 107.6, 107.6, 107.6, 107.6, 107.7, 107.7, 107.6, 107.6, 107.6, 107.6, 107.6]",107.6,49,0.35
300,1.7,"Any[107.7, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.7, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.7]",107.6,49,0.35
300,1.8,"Any[107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6]",107.6,49,0.35
300,1.9,"Any[107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6]",107.6,49,0.35
300,2.0,"Any[107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6, 107.6]",107.6,49,0.35
100,0.0,"Any[110.1, 110.7, 114.0, 114.0, 110.7, 110.1, 110.7, 114.0, 114.0, 110.7, 110.1]",110.1,49,0.4
100,0.1,"Any[124.7, 120.4, 116.0, 112.2, 110.5, 110.2, 111.6, 124.7, 120.4, 116.0, 112.2, 110.5, 110.2, 111.6, 124.7]",110.2,49,0.4
100,0.2,"Any[114.1, 112.1, 110.8, 111.0, 118.3, 118.0, 116.1, 114.1, 112.1, 110.8, 111.0, 118.3, 118.0, 116.1, 114.1]",110.8,49,0.4
100,0.3,"Any[112.9, 114.7, 116.2, 116.0, 115.3, 114.4, 113.6, 112.9, 114.7, 116.2, 116.0, 115.3, 114.4, 113.6, 112.9]",112.9,49,0.4
100,0.4,"Any[115.7, 116.4, 116.6, 116.4, 116.0, 115.6, 115.1, 115.7, 116.4, 116.6, 116.4, 116.0, 115.6, 115.1, 115.7]",115.1,49,0.4
100,0.5,"Any[116.7, 116.7, 116.7, 116.5, 116.3, 116.2, 116.5, 116.7, 116.7, 116.7, 116.5, 116.3, 116.2, 116.5, 116.7]",116.2,49,0.4
100,0.6,"Any[117.1, 116.9, 116.8, 116.5, 116.6, 116.9, 117.1, 117.1, 116.9, 116.8, 116.5, 116.6, 116.9, 117.1, 117.1]",116.5,49,0.4
100,0.7,"Any[117.2, 117.1, 116.8, 116.9, 117.1, 117.2, 117.3, 117.2, 117.1, 116.8, 116.9, 117.1, 117.2, 117.3, 117.2]",116.8,49,0.4
100,0.8,"Any[117.2, 117.1, 117.2, 117.3, 117.3, 117.3, 117.3, 117.2, 117.1, 117.2, 117.3, 117.3, 117.3, 117.3, 117.2]",117.1,49,0.4
100,0.9,"Any[117.1, 117.3, 117.4, 117.5, 117.5, 117.4, 117.3, 117.1, 117.3, 117.4, 117.5, 117.5, 117.4, 117.3, 117.1]",117.1,49,0.4
100,1.0,"Any[117.4, 117.5, 117.5, 117.6, 117.5, 117.3, 117.3, 117.4, 117.5, 117.5, 117.6, 117.5, 117.3, 117.3, 117.4]",117.3,49,0.4
100,1.1,"Any[117.6, 117.6, 117.6, 117.5, 117.3, 117.4, 117.5, 117.6, 117.6, 117.6, 117.5, 117.3, 117.4, 117.5, 117.6]",117.3,49,0.4
100,1.2,"Any[117.6, 117.6, 117.6, 117.4, 117.5, 117.5, 117.6, 117.6, 117.6, 117.6, 117.4, 117.5, 117.5, 117.6, 117.6]",117.4,49,0.4
100,1.3,"Any[117.6, 117.5, 117.5, 117.5, 117.6, 117.6, 117.6, 117.6, 117.5, 117.5, 117.5, 117.6, 117.6, 117.6, 117.6]",117.5,49,0.4
100,1.4,"Any[117.5, 117.5, 117.6, 117.6, 117.7, 117.7, 117.6, 117.5, 117.5, 117.6, 117.6, 117.7, 117.7, 117.6, 117.5]",117.5,49,0.4
100,1.5,"Any[117.6, 117.6, 117.6, 117.6, 117.7, 117.6, 117.5, 117.6, 117.6, 117.6, 117.6, 117.7, 117.6, 117.5, 117.6]",117.5,49,0.4
100,1.6,"Any[117.6, 117.7, 117.7, 117.7, 117.6, 117.5, 117.6, 117.6, 117.7, 117.7, 117.7, 117.6, 117.5, 117.6, 117.6]",117.5,49,0.4
100,1.7,"Any[117.6, 117.7, 117.7, 117.6, 117.6, 117.6, 117.6, 117.6, 117.7, 117.7, 117.6, 117.6, 117.6, 117.6, 117.6]",117.6,49,0.4
100,1.8,"Any[117.7, 117.6, 117.5, 117.6, 117.6, 117.7, 117.7, 117.7, 117.6, 117.5, 117.6, 117.6, 117.7, 117.7, 117.7]",117.5,49,0.4
100,1.9,"Any[117.7, 117.6, 117.6, 117.6, 117.6, 117.7, 117.7, 117.7, 117.6, 117.6, 117.6, 117.6, 117.7, 117.7, 117.7]",117.6,49,0.4
