switch_amplitude,switch_frequency
22.8,0.1353352832366127
22.9,0.1353352832366127
23.0,0.1353352832366127
23.1,0.1353352832366127
23.2,0.1353352832366127
23.3,0.1353352832366127
23.4,0.1353352832366127
23.5,0.1353352832366127
23.6,0.1353352832366127
23.7,0.1353352832366127
23.8,0.1353352832366127
23.9,0.1353352832366127
24.0,0.1353352832366127
24.1,0.1353352832366127
24.2,0.1353352832366127
24.3,0.1353352832366127
24.4,0.1353352832366127
24.5,0.1353352832366127
24.6,0.1353352832366127
24.7,0.1353352832366127
24.8,0.1353352832366127
24.9,0.1353352832366127
25.0,0.1353352832366127
25.1,0.1353352832366127
25.2,0.1353352832366127
25.3,0.1353352832366127
25.4,0.1353352832366127
25.5,0.1353352832366127
25.6,0.1353352832366127
25.7,0.1353352832366127
25.8,0.1353352832366127
25.9,0.1353352832366127
26.0,0.1353352832366127
26.1,0.1353352832366127
26.2,0.1353352832366127
26.3,0.1353352832366127
26.4,0.1353352832366127
26.5,0.1353352832366127
26.6,0.1353352832366127
26.7,0.1353352832366127
26.8,0.1353352832366127
26.9,0.1353352832366127
27.0,0.1353352832366127
27.1,0.1353352832366127
27.2,0.1353352832366127
27.3,0.1353352832366127
27.4,0.1353352832366127
27.5,0.1353352832366127
27.6,0.1353352832366127
27.7,0.1353352832366127
27.8,0.1353352832366127
27.9,0.1353352832366127
28.0,0.1353352832366127
28.1,0.1353352832366127
28.2,0.1353352832366127
28.3,0.1353352832366127
28.4,0.1353352832366127
28.5,0.1353352832366127
28.6,0.1353352832366127
28.7,0.1353352832366127
28.8,0.1353352832366127
28.9,0.1353352832366127
29.0,0.1353352832366127
29.1,0.1353352832366127
29.2,0.1353352832366127
29.3,0.1353352832366127
29.4,0.1353352832366127
29.5,0.1353352832366127
29.6,0.1353352832366127
29.7,0.1353352832366127
29.8,0.1353352832366127
29.9,0.1353352832366127
30.0,0.1353352832366127
30.1,0.1353352832366127
30.2,0.1353352832366127
30.3,0.1353352832366127
30.4,0.1353352832366127
30.5,0.1353352832366127
30.6,0.1353352832366127
30.7,0.1353352832366127
30.8,0.1353352832366127
30.9,0.1353352832366127
31.0,0.1353352832366127
31.1,0.1353352832366127
31.2,0.1353352832366127
31.3,0.1353352832366127
31.4,0.1353352832366127
31.5,0.1353352832366127
31.6,0.1353352832366127
31.7,0.1353352832366127
31.8,0.1353352832366127
31.9,0.1353352832366127
32.0,0.1353352832366127
32.1,0.1353352832366127
32.2,0.1353352832366127
32.3,0.1353352832366127
32.4,0.1353352832366127
32.5,0.1353352832366127
32.6,0.1353352832366127
32.7,0.1353352832366127
32.8,0.1353352832366127
32.9,0.1353352832366127
33.0,0.1353352832366127
33.1,0.1353352832366127
33.2,0.1353352832366127
33.3,0.1353352832366127
33.4,0.1353352832366127
33.5,0.1353352832366127
33.6,0.1353352832366127
33.7,0.1353352832366127
33.8,0.1353352832366127
33.9,0.1353352832366127
34.0,0.1353352832366127
34.1,0.1353352832366127
34.2,0.1353352832366127
34.3,0.1353352832366127
34.4,0.1353352832366127
34.5,0.1353352832366127
34.6,0.1353352832366127
34.7,0.1353352832366127
34.8,0.1353352832366127
34.9,0.1353352832366127
35.0,0.1353352832366127
35.1,0.1353352832366127
35.2,0.1353352832366127
35.3,0.1353352832366127
35.4,0.1353352832366127
35.5,0.1353352832366127
35.6,0.1353352832366127
35.7,0.1353352832366127
35.8,0.1353352832366127
35.9,0.1353352832366127
36.0,0.1353352832366127
36.1,0.1353352832366127
36.2,0.1353352832366127
36.3,0.1353352832366127
36.4,0.1353352832366127
36.5,0.1353352832366127
36.6,0.1353352832366127
36.7,0.1353352832366127
36.8,0.1353352832366127
36.9,0.1353352832366127
37.0,0.1353352832366127
37.1,0.1353352832366127
37.2,0.1353352832366127
37.3,0.1353352832366127
37.4,0.1353352832366127
37.5,0.1353352832366127
37.6,0.1353352832366127
37.7,0.1353352832366127
37.8,0.1353352832366127
37.9,0.1353352832366127
38.0,0.1353352832366127
38.1,0.1353352832366127
38.2,0.1353352832366127
38.3,0.1353352832366127
38.4,0.1353352832366127
38.5,0.1353352832366127
38.6,0.1353352832366127
38.7,0.1353352832366127
38.8,0.1353352832366127
38.9,0.1353352832366127
39.0,0.1353352832366127
39.1,0.1353352832366127
39.2,0.1353352832366127
39.3,0.1353352832366127
39.4,0.1353352832366127
39.5,0.1353352832366127
39.6,0.1353352832366127
39.7,0.1353352832366127
39.8,0.1353352832366127
39.9,0.1353352832366127
40.0,0.1353352832366127
40.1,0.1353352832366127
40.2,0.1353352832366127
40.3,0.1353352832366127
40.4,0.1353352832366127
40.5,0.1353352832366127
40.6,0.1353352832366127
40.7,0.1353352832366127
40.8,0.1353352832366127
40.9,0.1353352832366127
41.0,0.1353352832366127
41.1,0.1353352832366127
41.2,0.1353352832366127
41.3,0.1353352832366127
41.4,0.1353352832366127
41.5,0.1353352832366127
41.6,0.1353352832366127
41.7,0.1353352832366127
41.8,0.1353352832366127
41.9,0.1353352832366127
42.0,0.1353352832366127
42.1,0.1353352832366127
42.2,0.1353352832366127
42.3,0.1353352832366127
42.4,0.1353352832366127
42.5,0.1353352832366127
42.6,0.1353352832366127
42.7,0.1353352832366127
42.8,0.1353352832366127
42.9,0.1353352832366127
43.0,0.1353352832366127
43.1,0.1353352832366127
43.2,0.1353352832366127
43.3,0.1353352832366127
43.4,0.1353352832366127
43.5,0.1353352832366127
43.6,0.1353352832366127
43.7,0.1353352832366127
43.8,0.1353352832366127
43.9,0.1353352832366127
44.0,0.1353352832366127
44.1,0.1353352832366127
44.2,0.1353352832366127
44.3,0.1353352832366127
44.4,0.1353352832366127
44.5,0.1353352832366127
44.6,0.1353352832366127
44.7,0.1353352832366127
44.8,0.1353352832366127
44.9,0.1353352832366127
45.0,0.1353352832366127
45.1,0.1353352832366127
45.2,0.1353352832366127
45.3,0.1353352832366127
45.4,0.1353352832366127
45.5,0.1353352832366127
45.6,0.1353352832366127
45.7,0.1353352832366127
45.8,0.1353352832366127
45.9,0.1353352832366127
46.0,0.1353352832366127
46.1,0.1353352832366127
46.2,0.1353352832366127
46.3,0.1353352832366127
46.4,0.1353352832366127
46.5,0.1353352832366127
46.6,0.1353352832366127
46.7,0.1353352832366127
46.8,0.1353352832366127
46.9,0.1353352832366127
47.0,0.1353352832366127
47.1,0.1353352832366127
47.2,0.1353352832366127
47.3,0.1353352832366127
47.4,0.1353352832366127
47.5,0.1353352832366127
47.6,0.1353352832366127
47.7,0.1353352832366127
47.8,0.1353352832366127
47.9,0.1353352832366127
48.0,0.1353352832366127
48.1,0.1353352832366127
48.2,0.1353352832366127
48.3,0.1353352832366127
48.4,0.1353352832366127
48.5,0.1353352832366127
48.6,0.1353352832366127
48.7,0.1353352832366127
48.8,0.1353352832366127
48.9,0.1353352832366127
49.0,0.1353352832366127
49.1,0.1353352832366127
49.2,0.1353352832366127
49.3,0.1353352832366127
49.4,0.1353352832366127
49.5,0.1353352832366127
49.6,0.1353352832366127
49.7,0.1353352832366127
49.8,0.1353352832366127
49.9,0.1353352832366127
50.0,0.1353352832366127
50.1,0.1353352832366127
50.2,0.1353352832366127
50.3,0.1353352832366127
50.4,0.1353352832366127
50.5,0.1353352832366127
50.6,0.1353352832366127
50.7,0.1353352832366127
50.8,0.1353352832366127
50.9,0.1353352832366127
51.0,0.1353352832366127
51.1,0.1353352832366127
51.2,0.1353352832366127
51.3,0.1353352832366127
51.4,0.1353352832366127
51.5,0.1353352832366127
51.6,0.1353352832366127
51.7,0.1353352832366127
51.8,0.1353352832366127
51.9,0.1353352832366127
52.0,0.1353352832366127
22.4,0.13669542544552385
22.5,0.13669542544552385
22.6,0.13669542544552385
22.7,0.13669542544552385
22.8,0.13669542544552385
22.9,0.13669542544552385
23.0,0.13669542544552385
23.1,0.13669542544552385
23.2,0.13669542544552385
23.3,0.13669542544552385
23.4,0.13669542544552385
23.5,0.13669542544552385
23.6,0.13669542544552385
23.7,0.13669542544552385
23.8,0.13669542544552385
23.9,0.13669542544552385
24.0,0.13669542544552385
24.1,0.13669542544552385
24.2,0.13669542544552385
24.3,0.13669542544552385
24.4,0.13669542544552385
24.5,0.13669542544552385
24.6,0.13669542544552385
24.7,0.13669542544552385
24.8,0.13669542544552385
24.9,0.13669542544552385
25.0,0.13669542544552385
25.1,0.13669542544552385
25.2,0.13669542544552385
25.3,0.13669542544552385
25.4,0.13669542544552385
25.5,0.13669542544552385
25.6,0.13669542544552385
25.7,0.13669542544552385
25.8,0.13669542544552385
25.9,0.13669542544552385
26.0,0.13669542544552385
26.1,0.13669542544552385
26.2,0.13669542544552385
26.3,0.13669542544552385
26.4,0.13669542544552385
26.5,0.13669542544552385
26.6,0.13669542544552385
26.7,0.13669542544552385
26.8,0.13669542544552385
26.9,0.13669542544552385
27.0,0.13669542544552385
27.1,0.13669542544552385
27.2,0.13669542544552385
27.3,0.13669542544552385
27.4,0.13669542544552385
27.5,0.13669542544552385
27.6,0.13669542544552385
27.7,0.13669542544552385
27.8,0.13669542544552385
27.9,0.13669542544552385
28.0,0.13669542544552385
28.1,0.13669542544552385
28.2,0.13669542544552385
28.3,0.13669542544552385
28.4,0.13669542544552385
28.5,0.13669542544552385
28.6,0.13669542544552385
28.7,0.13669542544552385
28.8,0.13669542544552385
28.9,0.13669542544552385
29.0,0.13669542544552385
29.1,0.13669542544552385
29.2,0.13669542544552385
29.3,0.13669542544552385
29.4,0.13669542544552385
29.5,0.13669542544552385
29.6,0.13669542544552385
29.7,0.13669542544552385
29.8,0.13669542544552385
29.9,0.13669542544552385
30.0,0.13669542544552385
30.1,0.13669542544552385
30.2,0.13669542544552385
30.3,0.13669542544552385
30.4,0.13669542544552385
30.5,0.13669542544552385
30.6,0.13669542544552385
30.7,0.13669542544552385
30.8,0.13669542544552385
30.9,0.13669542544552385
31.0,0.13669542544552385
31.1,0.13669542544552385
31.2,0.13669542544552385
31.3,0.13669542544552385
31.4,0.13669542544552385
31.5,0.13669542544552385
31.6,0.13669542544552385
31.7,0.13669542544552385
31.8,0.13669542544552385
31.9,0.13669542544552385
32.0,0.13669542544552385
32.1,0.13669542544552385
32.2,0.13669542544552385
32.3,0.13669542544552385
32.4,0.13669542544552385
32.5,0.13669542544552385
32.6,0.13669542544552385
32.7,0.13669542544552385
32.8,0.13669542544552385
32.9,0.13669542544552385
33.0,0.13669542544552385
33.1,0.13669542544552385
33.2,0.13669542544552385
33.3,0.13669542544552385
33.4,0.13669542544552385
33.5,0.13669542544552385
33.6,0.13669542544552385
33.7,0.13669542544552385
33.8,0.13669542544552385
33.9,0.13669542544552385
34.0,0.13669542544552385
34.1,0.13669542544552385
34.2,0.13669542544552385
34.3,0.13669542544552385
34.4,0.13669542544552385
34.5,0.13669542544552385
34.6,0.13669542544552385
34.7,0.13669542544552385
34.8,0.13669542544552385
34.9,0.13669542544552385
35.0,0.13669542544552385
35.1,0.13669542544552385
35.2,0.13669542544552385
35.3,0.13669542544552385
35.4,0.13669542544552385
35.5,0.13669542544552385
35.6,0.13669542544552385
35.7,0.13669542544552385
35.8,0.13669542544552385
35.9,0.13669542544552385
36.0,0.13669542544552385
36.1,0.13669542544552385
36.2,0.13669542544552385
36.3,0.13669542544552385
36.4,0.13669542544552385
36.5,0.13669542544552385
36.6,0.13669542544552385
36.7,0.13669542544552385
36.8,0.13669542544552385
36.9,0.13669542544552385
37.0,0.13669542544552385
37.1,0.13669542544552385
37.2,0.13669542544552385
37.3,0.13669542544552385
37.4,0.13669542544552385
37.5,0.13669542544552385
37.6,0.13669542544552385
37.7,0.13669542544552385
37.8,0.13669542544552385
37.9,0.13669542544552385
38.0,0.13669542544552385
38.1,0.13669542544552385
38.2,0.13669542544552385
38.3,0.13669542544552385
38.4,0.13669542544552385
38.5,0.13669542544552385
38.6,0.13669542544552385
38.7,0.13669542544552385
38.8,0.13669542544552385
38.9,0.13669542544552385
39.0,0.13669542544552385
39.1,0.13669542544552385
39.2,0.13669542544552385
39.3,0.13669542544552385
39.4,0.13669542544552385
39.5,0.13669542544552385
39.6,0.13669542544552385
39.7,0.13669542544552385
39.8,0.13669542544552385
39.9,0.13669542544552385
40.0,0.13669542544552385
40.1,0.13669542544552385
40.2,0.13669542544552385
40.3,0.13669542544552385
40.4,0.13669542544552385
40.5,0.13669542544552385
40.6,0.13669542544552385
40.7,0.13669542544552385
40.8,0.13669542544552385
40.9,0.13669542544552385
41.0,0.13669542544552385
41.1,0.13669542544552385
41.2,0.13669542544552385
41.3,0.13669542544552385
41.4,0.13669542544552385
41.5,0.13669542544552385
41.6,0.13669542544552385
41.7,0.13669542544552385
41.8,0.13669542544552385
41.9,0.13669542544552385
42.0,0.13669542544552385
42.1,0.13669542544552385
42.2,0.13669542544552385
42.3,0.13669542544552385
42.4,0.13669542544552385
42.5,0.13669542544552385
42.6,0.13669542544552385
42.7,0.13669542544552385
42.8,0.13669542544552385
42.9,0.13669542544552385
43.0,0.13669542544552385
43.1,0.13669542544552385
43.2,0.13669542544552385
43.3,0.13669542544552385
43.4,0.13669542544552385
43.5,0.13669542544552385
43.6,0.13669542544552385
43.7,0.13669542544552385
43.8,0.13669542544552385
43.9,0.13669542544552385
44.0,0.13669542544552385
44.1,0.13669542544552385
44.2,0.13669542544552385
44.3,0.13669542544552385
44.4,0.13669542544552385
44.5,0.13669542544552385
44.6,0.13669542544552385
44.7,0.13669542544552385
44.8,0.13669542544552385
44.9,0.13669542544552385
45.0,0.13669542544552385
45.1,0.13669542544552385
45.2,0.13669542544552385
45.3,0.13669542544552385
45.4,0.13669542544552385
45.5,0.13669542544552385
45.6,0.13669542544552385
45.7,0.13669542544552385
45.8,0.13669542544552385
45.9,0.13669542544552385
46.0,0.13669542544552385
46.1,0.13669542544552385
46.2,0.13669542544552385
46.3,0.13669542544552385
46.4,0.13669542544552385
46.5,0.13669542544552385
46.6,0.13669542544552385
46.7,0.13669542544552385
46.8,0.13669542544552385
46.9,0.13669542544552385
47.0,0.13669542544552385
47.1,0.13669542544552385
47.2,0.13669542544552385
47.3,0.13669542544552385
47.4,0.13669542544552385
47.5,0.13669542544552385
47.6,0.13669542544552385
47.7,0.13669542544552385
47.8,0.13669542544552385
47.9,0.13669542544552385
48.0,0.13669542544552385
48.1,0.13669542544552385
