switch_amplitude,switch_frequency
32,0.0
51,0.02
227,0.04
44,0.06
35,0.08
36,0.1
45,0.12
39,0.14
39,0.16
41,0.18
42,0.2
43,0.22
45,0.24
46,0.26
48,0.28
49,0.3
51,0.32
52,0.34
54,0.36
55,0.38
56,0.4
58,0.42
59,0.44
60,0.46
62,0.48
63,0.5
64,0.52
65,0.54
67,0.56
68,0.58
69,0.6
70,0.62
71,0.64
72,0.66
74,0.68
75,0.7
76,0.72
77,0.74
78,0.76
79,0.78
80,0.8
81,0.82
81,0.84
83,0.86
84,0.88
84,0.9
85,0.92
86,0.94
87,0.96
88,0.98
89,1.0
89,1.02
90,1.04
91,1.06
91,1.08
92,1.1
93,1.12
94,1.14
94,1.16
95,1.18
96,1.2
96,1.22
97,1.24
98,1.26
98,1.28
99,1.3
99,1.32
99,1.34
100,1.36
101,1.38
101,1.4
102,1.42
102,1.44
102,1.46
103,1.48
103,1.5
104,1.52
104,1.54
105,1.56
105,1.58
105,1.6
106,1.62
106,1.64
106,1.66
107,1.68
107,1.7
107,1.72
108,1.74
108,1.76
108,1.78
108,1.8
109,1.82
109,1.84
109,1.86
109,1.88
109,1.9
110,1.92
110,1.94
110,1.96
110,1.98
111,2.0
111,2.02
111,2.04
111,2.06
111,2.08
111,2.1
112,2.12
112,2.14
112,2.16
112,2.18
112,2.2
112,2.22
112,2.24
113,2.26
113,2.28
113,2.3
113,2.32
113,2.34
113,2.36
113,2.38
113,2.4
113,2.42
114,2.44
114,2.46
114,2.48
114,2.5
114,2.52
114,2.54
114,2.56
114,2.58
114,2.6
114,2.62
114,2.64
114,2.66
114,2.68
115,2.7
114,2.72
115,2.74
115,2.76
115,2.78
115,2.8
115,2.82
115,2.84
115,2.86
115,2.88
115,2.9
115,2.92
115,2.94
115,2.96
115,2.98
115,3.0
