R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,6.196629520751112e-17,6.588723439378913,43.41127656062109,613.1033675459977,0.01407647776280854,5.7055478221556255,45.28037570008157,44.28037570008157,1.2252236442049367,1.2252236442049367
