R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,7.267149170051953e-17,6.588723439378913,43.41127656062109,1024.508034281568,0.015588600603417602,7.797308383664713,675.9936482517099,42.18710301573187,1.2494176096546818,1.2494176096546818
