switch_amplitude,switch_frequency
50,0.0
81,0.02
69,0.06
55,0.08
57,0.1
71,0.12
61,0.14
62,0.16
64,0.18
66,0.2
68,0.22
71,0.24
73,0.26
75,0.28
78,0.3
80,0.32
83,0.34
85,0.36
88,0.38
90,0.4
93,0.42
96,0.44
98,0.46
101,0.48
104,0.5
106,0.52
108,0.54
111,0.56
113,0.58
116,0.6
119,0.62
121,0.64
123,0.66
125,0.68
128,0.7
130,0.72
133,0.74
135,0.76
137,0.78
139,0.8
141,0.82
143,0.84
146,0.86
148,0.88
150,0.9
152,0.92
154,0.94
156,0.96
158,0.98
160,1.0
161,1.02
163,1.04
165,1.06
167,1.08
168,1.1
170,1.12
172,1.14
173,1.16
175,1.18
176,1.2
177,1.22
179,1.24
181,1.26
182,1.28
183,1.3
184,1.32
185,1.34
187,1.36
188,1.38
189,1.4
190,1.42
191,1.44
192,1.46
193,1.48
194,1.5
195,1.52
196,1.54
197,1.56
198,1.58
198,1.6
199,1.62
200,1.64
201,1.66
202,1.68
202,1.7
203,1.72
204,1.74
204,1.76
205,1.78
205,1.8
206,1.82
206,1.84
207,1.86
208,1.88
208,1.9
209,1.92
209,1.94
209,1.96
210,1.98
211,2.0
211,2.02
211,2.04
212,2.06
212,2.08
212,2.1
213,2.12
213,2.14
213,2.16
214,2.18
214,2.2
214,2.22
215,2.24
215,2.26
215,2.28
215,2.3
216,2.32
216,2.34
216,2.36
216,2.38
217,2.4
217,2.42
217,2.44
217,2.46
217,2.48
218,2.5
218,2.52
218,2.54
218,2.56
218,2.58
218,2.6
219,2.62
219,2.64
219,2.66
219,2.68
219,2.7
219,2.72
220,2.74
220,2.76
220,2.78
220,2.8
220,2.82
220,2.84
220,2.86
221,2.88
221,2.9
221,2.92
221,2.94
221,2.96
221,2.98
221,3.0
