switch_amplitude,switch_frequency
33,0.0
59,0.02
60,0.06
39,0.08
45,0.1
76,0.12
56,0.14
55,0.16
60,0.18
65,0.2
70,0.22
77,0.24
81,0.26
80,0.28
85,0.3
87,0.32
88,0.34
93,0.36
96,0.38
95,0.4
97,0.42
98,0.44
98,0.46
101,0.48
103,0.5
103,0.52
104,0.54
105,0.56
104,0.58
106,0.6
108,0.62
108,0.64
108,0.66
109,0.68
108,0.7
109,0.72
111,0.74
111,0.76
111,0.78
112,0.8
112,0.82
111,0.84
113,0.86
114,0.88
114,0.9
115,0.92
115,0.94
114,0.96
115,0.98
116,1.0
116,1.02
116,1.04
117,1.06
116,1.08
116,1.1
118,1.12
117,1.14
117,1.16
118,1.18
118,1.2
117,1.22
119,1.24
119,1.26
119,1.28
119,1.3
119,1.32
119,1.34
120,1.36
120,1.38
120,1.4
120,1.42
120,1.44
120,1.46
120,1.48
121,1.5
121,1.52
121,1.54
121,1.56
121,1.58
121,1.6
122,1.62
122,1.64
121,1.66
122,1.68
122,1.7
121,1.72
122,1.74
122,1.76
122,1.78
123,1.8
122,1.82
122,1.84
123,1.86
123,1.88
123,1.9
123,1.92
123,1.94
122,1.96
123,1.98
123,2.0
123,2.02
123,2.04
123,2.06
123,2.08
123,2.1
123,2.12
123,2.14
123,2.16
124,2.18
123,2.2
123,2.22
124,2.24
124,2.26
124,2.28
124,2.3
124,2.32
123,2.34
124,2.36
124,2.38
124,2.4
124,2.42
124,2.44
124,2.46
124,2.48
124,2.5
124,2.52
124,2.54
124,2.56
124,2.58
124,2.6
124,2.62
124,2.64
124,2.66
125,2.68
124,2.7
124,2.72
125,2.74
125,2.76
124,2.78
125,2.8
125,2.82
124,2.84
124,2.86
125,2.88
125,2.9
125,2.92
125,2.94
124,2.96
124,2.98
125,3.0
