switch_amplitude,switch_frequency
13,0.0
21,0.02
103,0.04
19,0.06
15,0.08
16,0.1
20,0.12
17,0.14
17,0.16
18,0.18
19,0.2
20,0.22
21,0.24
22,0.26
22,0.28
23,0.3
23,0.32
24,0.34
25,0.36
25,0.38
26,0.4
26,0.42
26,0.44
27,0.46
27,0.48
28,0.5
28,0.52
28,0.54
29,0.56
29,0.58
29,0.6
29,0.62
30,0.64
30,0.66
30,0.68
30,0.7
30,0.72
31,0.74
31,0.76
31,0.78
31,0.8
31,0.82
31,0.84
32,0.86
32,0.88
32,0.9
32,0.92
32,0.94
32,0.96
32,0.98
33,1.0
33,1.02
33,1.04
33,1.06
33,1.08
33,1.1
33,1.12
33,1.14
33,1.16
34,1.18
34,1.2
34,1.22
34,1.24
34,1.26
34,1.28
34,1.3
34,1.32
34,1.34
34,1.36
34,1.38
34,1.4
34,1.42
34,1.44
34,1.46
35,1.48
35,1.5
35,1.52
35,1.54
35,1.56
35,1.58
35,1.6
35,1.62
35,1.64
35,1.66
35,1.68
35,1.7
35,1.72
35,1.74
35,1.76
35,1.78
35,1.8
35,1.82
35,1.84
35,1.86
35,1.88
35,1.9
35,1.92
35,1.94
35,1.96
35,1.98
35,2.0
35,2.02
36,2.04
36,2.06
36,2.08
35,2.1
36,2.12
36,2.14
36,2.16
36,2.18
36,2.2
36,2.22
36,2.24
36,2.26
36,2.28
36,2.3
36,2.32
36,2.34
36,2.36
36,2.38
36,2.4
36,2.42
36,2.44
36,2.46
36,2.48
36,2.5
36,2.52
36,2.54
36,2.56
36,2.58
36,2.6
36,2.62
36,2.64
36,2.66
36,2.68
36,2.7
36,2.72
36,2.74
36,2.76
36,2.78
36,2.8
36,2.82
36,2.84
36,2.86
36,2.88
36,2.9
36,2.92
36,2.94
36,2.96
36,2.98
36,3.0
