R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.5887234393789145,5.4634292313979786e-18,6.58872343937891,43.41127656062109,634.770202058972,0.012342134323000839,1.3739152630005613,49.61374260267644,48.61374260267644,1.1357634775530092,1.1974741491680134
