R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,-1.6392988176023717e-18,6.588723439378913,43.41127656062109,467.107124557882,0.05422671481490111,0.1356249342297901,797.962373615285,49.81014835095531,1.3253602888894065,1.8676274370384176
