switch_amplitude,switch_frequency
8,0.0
15,0.02
118,0.04
16,0.06
10,0.08
12,0.1
21,0.12
15,0.14
15,0.16
17,0.18
17,0.2
18,0.22
19,0.24
20,0.26
19,0.28
20,0.3
19,0.32
19,0.34
20,0.36
21,0.38
20,0.4
21,0.42
20,0.44
20,0.46
21,0.48
21,0.5
21,0.52
21,0.54
21,0.56
20,0.58
21,0.6
21,0.62
21,0.64
21,0.66
21,0.68
21,0.7
21,0.72
21,0.74
21,0.76
21,0.78
21,0.8
21,0.82
21,0.84
21,0.86
21,0.88
21,0.9
21,0.92
21,0.94
21,0.96
21,0.98
21,1.0
21,1.02
21,1.04
21,1.06
21,1.08
21,1.1
21,1.12
21,1.14
21,1.16
21,1.18
21,1.2
21,1.22
21,1.24
21,1.26
21,1.28
21,1.3
21,1.32
21,1.34
21,1.36
21,1.38
21,1.4
21,1.42
21,1.44
21,1.46
21,1.48
21,1.5
21,1.52
21,1.54
21,1.56
21,1.58
21,1.6
21,1.62
21,1.64
21,1.66
21,1.68
21,1.7
21,1.72
21,1.74
21,1.76
21,1.78
21,1.8
21,1.82
21,1.84
21,1.86
21,1.88
21,1.9
21,1.92
21,1.94
21,1.96
21,1.98
21,2.0
21,2.02
21,2.04
21,2.06
21,2.08
21,2.1
21,2.12
21,2.14
21,2.16
21,2.18
21,2.2
21,2.22
21,2.24
21,2.26
21,2.28
21,2.3
21,2.32
21,2.34
21,2.36
21,2.38
21,2.4
21,2.42
21,2.44
21,2.46
21,2.48
21,2.5
21,2.52
21,2.54
21,2.56
21,2.58
21,2.6
21,2.62
21,2.64
21,2.66
21,2.68
21,2.7
21,2.72
21,2.74
21,2.76
21,2.78
21,2.8
21,2.82
21,2.84
21,2.86
21,2.88
21,2.9
21,2.92
21,2.94
21,2.96
21,2.98
21,3.0
