switch_amplitude,switch_frequency
37,0.0
69,0.02
91,0.06
47,0.08
67,0.1
156,0.12
99,0.14
92,0.16
105,0.18
103,0.2
108,0.22
127,0.24
127,0.26
120,0.28
128,0.3
122,0.32
118,0.34
131,0.36
132,0.38
128,0.4
134,0.42
130,0.44
124,0.46
133,0.48
135,0.5
132,0.52
136,0.54
135,0.56
129,0.58
133,0.6
136,0.62
135,0.64
136,0.66
138,0.68
132,0.7
133,0.72
138,0.74
137,0.76
136,0.78
140,0.8
136,0.82
133,0.84
139,0.86
139,0.88
137,0.9
141,0.92
139,0.94
135,0.96
139,0.98
140,1.0
139,1.02
141,1.04
141,1.06
137,1.08
139,1.1
141,1.12
140,1.14
141,1.16
142,1.18
139,1.2
139,1.22
142,1.24
141,1.26
141,1.28
143,1.3
141,1.32
139,1.34
142,1.36
143,1.38
142,1.4
144,1.42
143,1.44
140,1.46
142,1.48
143,1.5
143,1.52
144,1.54
144,1.56
142,1.58
142,1.6
144,1.62
143,1.64
143,1.66
145,1.68
143,1.7
142,1.72
144,1.74
144,1.76
143,1.78
145,1.8
144,1.82
142,1.84
145,1.86
145,1.88
144,1.9
145,1.92
145,1.94
143,1.96
144,1.98
145,2.0
145,2.02
145,2.04
146,2.06
144,2.08
144,2.1
145,2.12
145,2.14
145,2.16
146,2.18
145,2.2
144,2.22
146,2.24
146,2.26
145,2.28
146,2.3
146,2.32
144,2.34
146,2.36
146,2.38
145,2.4
146,2.42
146,2.44
145,2.46
145,2.48
146,2.5
146,2.52
146,2.54
147,2.56
145,2.58
145,2.6
146,2.62
146,2.64
146,2.66
147,2.68
146,2.7
145,2.72
146,2.74
146,2.76
146,2.78
147,2.8
147,2.82
145,2.84
146,2.86
147,2.88
146,2.9
146,2.92
147,2.94
146,2.96
145,2.98
147,3.0
