switch_amplitude,switch_frequency
26,0.0
42,0.02
188,0.04
36,0.06
29,0.08
30,0.1
37,0.12
32,0.14
33,0.16
34,0.18
35,0.2
36,0.22
37,0.24
39,0.26
40,0.28
41,0.3
42,0.32
43,0.34
45,0.36
46,0.38
47,0.4
48,0.42
49,0.44
50,0.46
51,0.48
52,0.5
53,0.52
54,0.54
55,0.56
56,0.58
57,0.6
58,0.62
59,0.64
59,0.66
60,0.68
61,0.7
62,0.72
63,0.74
63,0.76
64,0.78
65,0.8
65,0.82
66,0.84
67,0.86
68,0.88
68,0.9
69,0.92
69,0.94
70,0.96
71,0.98
71,1.0
72,1.02
72,1.04
73,1.06
73,1.08
74,1.1
74,1.12
75,1.14
75,1.16
76,1.18
76,1.2
76,1.22
77,1.24
77,1.26
78,1.28
78,1.3
79,1.32
79,1.34
79,1.36
80,1.38
80,1.4
80,1.42
81,1.44
81,1.46
81,1.48
81,1.5
82,1.52
82,1.54
82,1.56
82,1.58
83,1.6
83,1.62
83,1.64
83,1.66
84,1.68
84,1.7
84,1.72
84,1.74
84,1.76
85,1.78
85,1.8
85,1.82
85,1.84
85,1.86
85,1.88
86,1.9
86,1.92
86,1.94
86,1.96
86,1.98
86,2.0
86,2.02
86,2.04
87,2.06
87,2.08
87,2.1
87,2.12
87,2.14
87,2.16
87,2.18
87,2.2
87,2.22
88,2.24
88,2.26
88,2.28
88,2.3
88,2.32
88,2.34
88,2.36
88,2.38
88,2.4
88,2.42
88,2.44
88,2.46
88,2.48
88,2.5
88,2.52
89,2.54
89,2.56
89,2.58
89,2.6
89,2.62
89,2.64
89,2.66
89,2.68
89,2.7
89,2.72
89,2.74
89,2.76
89,2.78
89,2.8
89,2.82
89,2.84
89,2.86
89,2.88
89,2.9
89,2.92
89,2.94
89,2.96
89,2.98
89,3.0
