switch_amplitude,switch_frequency
47,0.0
85,0.02
88,0.06
56,0.08
66,0.1
118,0.12
83,0.14
81,0.16
90,0.18
99,0.2
107,0.22
118,0.24
126,0.26
124,0.28
131,0.3
135,0.32
138,0.34
147,0.36
151,0.38
149,0.4
153,0.42
155,0.44
155,0.46
161,0.48
164,0.5
163,0.52
165,0.54
167,0.56
166,0.58
169,0.6
172,0.62
173,0.64
173,0.66
175,0.68
174,0.7
174,0.72
178,0.74
179,0.76
178,0.78
181,0.8
180,0.82
179,0.84
183,0.86
184,0.88
183,0.9
185,0.92
185,0.94
184,0.96
187,0.98
188,1.0
188,1.02
189,1.04
189,1.06
188,1.08
189,1.1
191,1.12
191,1.14
191,1.16
193,1.18
192,1.2
192,1.22
194,1.24
194,1.26
194,1.28
195,1.3
195,1.32
194,1.34
196,1.36
196,1.38
196,1.4
197,1.42
197,1.44
196,1.46
197,1.48
198,1.5
198,1.52
199,1.54
199,1.56
198,1.58
198,1.6
200,1.62
200,1.64
200,1.66
201,1.68
200,1.7
199,1.72
201,1.74
201,1.76
201,1.78
202,1.8
201,1.82
201,1.84
202,1.86
202,1.88
202,1.9
203,1.92
203,1.94
202,1.96
202,1.98
203,2.0
203,2.02
203,2.04
204,2.06
203,2.08
203,2.1
204,2.12
204,2.14
203,2.16
204,2.18
204,2.2
203,2.22
204,2.24
204,2.26
204,2.28
205,2.3
205,2.32
204,2.34
205,2.36
205,2.38
205,2.4
205,2.42
205,2.44
205,2.46
205,2.48
205,2.5
205,2.52
205,2.54
206,2.56
205,2.58
205,2.6
206,2.62
206,2.64
205,2.66
206,2.68
206,2.7
205,2.72
206,2.74
206,2.76
206,2.78
206,2.8
206,2.82
206,2.84
206,2.86
206,2.88
206,2.9
206,2.92
207,2.94
206,2.96
206,2.98
207,3.0
