switch_amplitude,switch_frequency
62,0.0
104,0.02
94,0.06
70,0.08
74,0.1
100,0.12
83,0.14
84,0.16
88,0.18
92,0.2
97,0.22
101,0.24
106,0.26
110,0.28
115,0.3
120,0.32
125,0.34
131,0.36
136,0.38
139,0.4
143,0.42
148,0.44
152,0.46
157,0.48
162,0.5
165,0.52
168,0.54
172,0.56
176,0.58
180,0.6
184,0.62
188,0.64
190,0.66
194,0.68
197,0.7
200,0.72
204,0.74
207,0.76
209,0.78
213,0.8
216,0.82
218,0.84
222,0.86
225,0.88
227,0.9
229,0.92
232,0.94
234,0.96
237,0.98
240,1.0
242,1.02
244,1.04
246,1.06
248,1.08
250,1.1
253,1.12
254,1.14
256,1.16
258,1.18
259,1.2
261,1.22
263,1.24
265,1.26
266,1.28
268,1.3
269,1.32
270,1.34
272,1.36
273,1.38
274,1.4
275,1.42
277,1.44
277,1.46
279,1.48
280,1.5
281,1.52
282,1.54
283,1.56
283,1.58
284,1.6
285,1.62
286,1.64
287,1.66
288,1.68
288,1.7
288,1.72
290,1.74
290,1.76
291,1.78
292,1.8
292,1.82
292,1.84
293,1.86
294,1.88
294,1.9
295,1.92
295,1.94
295,1.96
296,1.98
297,2.0
297,2.02
297,2.04
298,2.06
298,2.08
298,2.1
299,2.12
299,2.14
299,2.16
300,2.18
300,2.2
300,2.22
