switch_amplitude,switch_frequency
46,0.0
77,0.02
69,0.06
52,0.08
55,0.1
72,0.12
61,0.14
61,0.16
64,0.18
67,0.2
70,0.22
73,0.24
77,0.26
79,0.28
83,0.3
86,0.32
89,0.34
93,0.36
96,0.38
98,0.4
101,0.42
104,0.44
106,0.46
110,0.48
112,0.5
114,0.52
116,0.54
119,0.56
121,0.58
124,0.6
126,0.62
128,0.64
130,0.66
132,0.68
134,0.7
136,0.72
138,0.74
140,0.76
141,0.78
143,0.8
145,0.82
146,0.84
149,0.86
150,0.88
151,0.9
153,0.92
155,0.94
156,0.96
158,0.98
159,1.0
160,1.02
161,1.04
163,1.06
164,1.08
165,1.1
167,1.12
168,1.14
168,1.16
170,1.18
170,1.2
171,1.22
173,1.24
174,1.26
174,1.28
175,1.3
176,1.32
176,1.34
178,1.36
179,1.38
179,1.4
180,1.42
181,1.44
181,1.46
182,1.48
183,1.5
183,1.52
183,1.54
184,1.56
184,1.58
185,1.6
186,1.62
186,1.64
186,1.66
187,1.68
187,1.7
188,1.72
188,1.74
189,1.76
189,1.78
190,1.8
190,1.82
190,1.84
190,1.86
191,1.88
191,1.9
191,1.92
192,1.94
192,1.96
192,1.98
193,2.0
193,2.02
193,2.04
193,2.06
193,2.08
193,2.1
194,2.12
194,2.14
194,2.16
195,2.18
195,2.2
195,2.22
195,2.24
195,2.26
195,2.28
196,2.3
196,2.32
196,2.34
196,2.36
196,2.38
196,2.4
196,2.42
196,2.44
196,2.46
196,2.48
197,2.5
197,2.52
197,2.54
197,2.56
197,2.58
197,2.6
197,2.62
198,2.64
197,2.66
198,2.68
198,2.7
198,2.72
198,2.74
198,2.76
198,2.78
198,2.8
198,2.82
198,2.84
198,2.86
198,2.88
198,2.9
198,2.92
199,2.94
199,2.96
199,2.98
199,3.0
