switch_amplitude,switch_frequency
40,0.0
69,0.02
63,0.06
46,0.08
50,0.1
71,0.12
56,0.14
57,0.16
60,0.18
64,0.2
68,0.22
72,0.24
76,0.26
78,0.28
81,0.3
85,0.32
88,0.34
92,0.36
95,0.38
96,0.4
99,0.42
101,0.44
103,0.46
106,0.48
108,0.5
109,0.52
111,0.54
113,0.56
114,0.58
116,0.6
118,0.62
119,0.64
120,0.66
122,0.68
122,0.7
123,0.72
126,0.74
127,0.76
127,0.78
129,0.8
129,0.82
130,0.84
132,0.86
133,0.88
133,0.9
135,0.92
135,0.94
135,0.96
137,0.98
138,1.0
138,1.02
139,1.04
140,1.06
140,1.08
141,1.1
142,1.12
143,1.14
143,1.16
144,1.18
144,1.2
145,1.22
146,1.24
146,1.26
146,1.28
147,1.3
148,1.32
148,1.34
149,1.36
149,1.38
149,1.4
150,1.42
150,1.44
150,1.46
151,1.48
152,1.5
152,1.52
152,1.54
153,1.56
152,1.58
153,1.6
154,1.62
154,1.64
154,1.66
154,1.68
154,1.7
154,1.72
155,1.74
155,1.76
155,1.78
156,1.8
156,1.82
156,1.84
156,1.86
157,1.88
157,1.9
157,1.92
157,1.94
157,1.96
157,1.98
158,2.0
158,2.02
158,2.04
158,2.06
158,2.08
158,2.1
159,2.12
159,2.14
159,2.16
159,2.18
159,2.2
159,2.22
159,2.24
159,2.26
159,2.28
160,2.3
160,2.32
159,2.34
160,2.36
160,2.38
160,2.4
160,2.42
160,2.44
160,2.46
160,2.48
160,2.5
160,2.52
160,2.54
161,2.56
161,2.58
160,2.6
161,2.62
161,2.64
161,2.66
161,2.68
161,2.7
161,2.72
161,2.74
161,2.76
161,2.78
161,2.8
161,2.82
161,2.84
161,2.86
162,2.88
162,2.9
162,2.92
162,2.94
162,2.96
162,2.98
162,3.0
