switch_amplitude,switch_frequency
32,0.0
52,0.02
230,0.04
44,0.06
35,0.08
37,0.1
45,0.12
39,0.14
40,0.16
41,0.18
43,0.2
44,0.22
45,0.24
47,0.26
48,0.28
50,0.3
51,0.32
53,0.34
54,0.36
56,0.38
57,0.4
58,0.42
60,0.44
61,0.46
63,0.48
64,0.5
65,0.52
66,0.54
68,0.56
69,0.58
70,0.6
72,0.62
73,0.64
74,0.66
75,0.68
76,0.7
77,0.72
78,0.74
79,0.76
80,0.78
81,0.8
82,0.82
83,0.84
84,0.86
85,0.88
86,0.9
87,0.92
88,0.94
88,0.96
89,0.98
90,1.0
91,1.02
92,1.04
93,1.06
93,1.08
94,1.1
95,1.12
96,1.14
96,1.16
97,1.18
97,1.2
98,1.22
99,1.24
99,1.26
100,1.28
101,1.3
101,1.32
101,1.34
102,1.36
103,1.38
103,1.4
104,1.42
104,1.44
104,1.46
105,1.48
105,1.5
106,1.52
106,1.54
107,1.56
107,1.58
107,1.6
108,1.62
108,1.64
108,1.66
109,1.68
109,1.7
109,1.72
110,1.74
110,1.76
110,1.78
110,1.8
111,1.82
111,1.84
111,1.86
111,1.88
112,1.9
112,1.92
112,1.94
112,1.96
112,1.98
113,2.0
113,2.02
113,2.04
113,2.06
113,2.08
113,2.1
114,2.12
114,2.14
114,2.16
114,2.18
114,2.2
114,2.22
114,2.24
115,2.26
115,2.28
115,2.3
115,2.32
115,2.34
115,2.36
115,2.38
115,2.4
116,2.42
116,2.44
116,2.46
116,2.48
116,2.5
116,2.52
116,2.54
116,2.56
116,2.58
116,2.6
116,2.62
116,2.64
116,2.66
117,2.68
117,2.7
117,2.72
117,2.74
117,2.76
117,2.78
117,2.8
117,2.82
117,2.84
117,2.86
117,2.88
117,2.9
117,2.92
117,2.94
117,2.96
117,2.98
117,3.0
