switch_amplitude,switch_frequency
50,0.0
80,0.02
67,0.06
54,0.08
56,0.1
69,0.12
60,0.14
61,0.16
63,0.18
65,0.2
67,0.22
69,0.24
71,0.26
73,0.28
75,0.3
77,0.32
79,0.34
82,0.36
84,0.38
86,0.4
88,0.42
91,0.44
93,0.46
95,0.48
98,0.5
100,0.52
102,0.54
104,0.56
107,0.58
109,0.6
112,0.62
114,0.64
116,0.66
118,0.68
120,0.7
123,0.72
125,0.74
127,0.76
129,0.78
131,0.8
134,0.82
136,0.84
138,0.86
140,0.88
142,0.9
144,0.92
146,0.94
148,0.96
150,0.98
152,1.0
154,1.02
156,1.04
158,1.06
159,1.08
161,1.1
163,1.12
165,1.14
166,1.16
168,1.18
169,1.2
171,1.22
173,1.24
174,1.26
175,1.28
177,1.3
178,1.32
179,1.34
181,1.36
182,1.38
183,1.4
185,1.42
186,1.44
187,1.46
188,1.48
189,1.5
190,1.52
191,1.54
192,1.56
193,1.58
194,1.6
195,1.62
196,1.64
196,1.66
197,1.68
198,1.7
199,1.72
200,1.74
200,1.76
201,1.78
202,1.8
202,1.82
203,1.84
204,1.86
204,1.88
205,1.9
205,1.92
206,1.94
206,1.96
207,1.98
207,2.0
208,2.02
208,2.04
209,2.06
209,2.08
210,2.1
210,2.12
211,2.14
211,2.16
211,2.18
212,2.2
212,2.22
212,2.24
213,2.26
213,2.28
213,2.3
214,2.32
214,2.34
214,2.36
214,2.38
215,2.4
215,2.42
215,2.44
215,2.46
215,2.48
216,2.5
216,2.52
216,2.54
217,2.56
217,2.58
217,2.6
217,2.62
217,2.64
217,2.66
218,2.68
218,2.7
218,2.72
218,2.74
218,2.76
218,2.78
219,2.8
219,2.82
219,2.84
219,2.86
219,2.88
219,2.9
219,2.92
219,2.94
219,2.96
220,2.98
220,3.0
