switch_amplitude,switch_frequency
54,0.0
93,0.02
90,0.06
62,0.08
69,0.1
106,0.12
81,0.14
81,0.16
87,0.18
94,0.2
100,0.22
108,0.24
115,0.26
118,0.28
125,0.3
131,0.32
136,0.34
144,0.36
150,0.38
151,0.4
155,0.42
159,0.44
162,0.46
168,0.48
172,0.5
173,0.52
176,0.54
179,0.56
180,0.58
184,0.6
188,0.62
189,0.64
190,0.66
193,0.68
194,0.7
195,0.72
199,0.74
201,0.76
201,0.78
203,0.8
204,0.82
205,0.84
208,0.86
210,0.88
210,0.9
212,0.92
213,0.94
213,0.96
215,0.98
217,1.0
217,1.02
218,1.04
219,1.06
219,1.08
221,1.1
223,1.12
223,1.14
223,1.16
225,1.18
225,1.2
225,1.22
227,1.24
228,1.26
228,1.28
229,1.3
229,1.32
229,1.34
231,1.36
231,1.38
231,1.4
232,1.42
233,1.44
232,1.46
233,1.48
234,1.5
234,1.52
235,1.54
236,1.56
235,1.58
235,1.6
237,1.62
237,1.64
237,1.66
238,1.68
237,1.7
237,1.72
239,1.74
239,1.76
239,1.78
240,1.8
240,1.82
239,1.84
240,1.86
241,1.88
240,1.9
241,1.92
241,1.94
241,1.96
241,1.98
242,2.0
242,2.02
242,2.04
242,2.06
242,2.08
242,2.1
243,2.12
243,2.14
243,2.16
243,2.18
243,2.2
243,2.22
244,2.24
244,2.26
244,2.28
244,2.3
244,2.32
244,2.34
244,2.36
245,2.38
244,2.4
245,2.42
245,2.44
244,2.46
245,2.48
245,2.5
245,2.52
245,2.54
246,2.56
245,2.58
245,2.6
246,2.62
246,2.64
246,2.66
246,2.68
246,2.7
245,2.72
246,2.74
246,2.76
246,2.78
246,2.8
246,2.82
246,2.84
246,2.86
247,2.88
246,2.9
246,2.92
247,2.94
246,2.96
246,2.98
247,3.0
