var,values
R_init,6.588723439378912
NR_init,2.6192420431806968e-17
M_init,6.588723439378914
MR_init,43.41127656062109
KDM5A_init,44.41127656062109
H4_init,0.004679160807820617
H0_init,0.16008441108790875
PRC2_init,798.3637828496684
H27_init,49.835236428104274
KDM6A_init,1.0514707688860268
KMT_init,1.0514707688860268
