switch_amplitude,switch_frequency
38,0.0
65,0.02
59,0.06
43,0.08
47,0.1
65,0.12
53,0.14
53,0.16
56,0.18
60,0.2
63,0.22
66,0.24
70,0.26
72,0.28
75,0.3
79,0.32
81,0.34
85,0.36
88,0.38
89,0.4
92,0.42
94,0.44
96,0.46
99,0.48
101,0.5
102,0.52
104,0.54
106,0.56
107,0.58
109,0.6
111,0.62
112,0.64
113,0.66
114,0.68
115,0.7
116,0.72
118,0.74
119,0.76
120,0.78
121,0.8
122,0.82
122,0.84
124,0.86
125,0.88
126,0.9
127,0.92
127,0.94
128,0.96
129,0.98
130,1.0
130,1.02
131,1.04
132,1.06
132,1.08
133,1.1
134,1.12
134,1.14
135,1.16
136,1.18
136,1.2
136,1.22
137,1.24
138,1.26
138,1.28
139,1.3
139,1.32
139,1.34
140,1.36
140,1.38
140,1.4
141,1.42
141,1.44
141,1.46
142,1.48
142,1.5
143,1.52
143,1.54
143,1.56
143,1.58
143,1.6
144,1.62
144,1.64
144,1.66
145,1.68
145,1.7
145,1.72
146,1.74
146,1.76
146,1.78
146,1.8
146,1.82
146,1.84
147,1.86
147,1.88
147,1.9
147,1.92
147,1.94
147,1.96
148,1.98
148,2.0
148,2.02
148,2.04
148,2.06
148,2.08
148,2.1
149,2.12
149,2.14
149,2.16
149,2.18
149,2.2
149,2.22
149,2.24
149,2.26
149,2.28
150,2.3
150,2.32
149,2.34
150,2.36
150,2.38
150,2.4
150,2.42
150,2.44
150,2.46
150,2.48
150,2.5
150,2.52
150,2.54
151,2.56
150,2.58
150,2.6
151,2.62
151,2.64
151,2.66
151,2.68
151,2.7
151,2.72
151,2.74
151,2.76
151,2.78
151,2.8
151,2.82
151,2.84
151,2.86
151,2.88
151,2.9
151,2.92
152,2.94
151,2.96
151,2.98
152,3.0
