switch_amplitude,switch_frequency
54,0.0
100,0.02
119,0.06
66,0.08
87,0.1
204,0.12
126,0.14
116,0.16
134,0.18
146,0.2
155,0.22
179,0.24
186,0.26
176,0.28
187,0.3
186,0.32
185,0.34
201,0.36
206,0.38
199,0.4
207,0.42
205,0.44
200,0.46
210,0.48
215,0.5
212,0.52
216,0.54
216,0.56
210,0.58
216,0.6
221,0.62
220,0.64
220,0.66
223,0.68
218,0.7
218,0.72
225,0.74
225,0.76
223,0.78
228,0.8
224,0.82
222,0.84
229,0.86
229,0.88
228,0.9
232,0.92
230,0.94
226,0.96
231,0.98
233,1.0
232,1.02
234,1.04
234,1.06
230,1.08
233,1.1
236,1.12
235,1.14
235,1.16
237,1.18
234,1.2
234,1.22
238,1.24
238,1.26
237,1.28
240,1.3
238,1.32
236,1.34
239,1.36
240,1.38
239,1.4
241,1.42
241,1.44
238,1.46
241,1.48
242,1.5
241,1.52
242,1.54
243,1.56
240,1.58
240,1.6
243,1.62
243,1.64
242,1.66
244,1.68
242,1.7
241,1.72
244,1.74
244,1.76
243,1.78
245,1.8
244,1.82
242,1.84
245,1.86
245,1.88
244,1.9
246,1.92
246,1.94
244,1.96
245,1.98
246,2.0
246,2.02
246,2.04
247,2.06
245,2.08
245,2.1
247,2.12
247,2.14
246,2.16
248,2.18
246,2.2
245,2.22
247,2.24
247,2.26
247,2.28
248,2.3
248,2.32
246,2.34
248,2.36
248,2.38
247,2.4
248,2.42
249,2.44
247,2.46
247,2.48
248,2.5
248,2.52
248,2.54
249,2.56
248,2.58
247,2.6
249,2.62
249,2.64
248,2.66
249,2.68
249,2.7
247,2.72
249,2.74
249,2.76
248,2.78
250,2.8
249,2.82
248,2.84
249,2.86
249,2.88
249,2.9
249,2.92
250,2.94
248,2.96
248,2.98
250,3.0
