switch_amplitude,switch_frequency
79,0.0
127,0.02
106,0.06
86,0.08
89,0.1
109,0.12
94,0.14
96,0.16
98,0.18
101,0.2
104,0.22
107,0.24
110,0.26
114,0.28
117,0.3
121,0.32
124,0.34
128,0.36
132,0.38
135,0.4
139,0.42
143,0.44
148,0.46
152,0.48
156,0.5
160,0.52
164,0.54
169,0.56
173,0.58
177,0.6
182,0.62
187,0.64
190,0.66
195,0.68
200,0.7
204,0.72
209,0.74
214,0.76
218,0.78
223,0.8
228,0.82
232,0.84
237,0.86
242,0.88
246,0.9
251,0.92
256,0.94
260,0.96
264,0.98
269,1.0
273,1.02
278,1.04
282,1.06
286,1.08
290,1.1
295,1.12
299,1.14
