switch_amplitude,switch_frequency
35,0.0
58,0.02
280,0.04
51,0.06
39,0.08
41,0.1
54,0.12
45,0.14
46,0.16
48,0.18
50,0.2
52,0.22
54,0.24
56,0.26
58,0.28
60,0.3
62,0.32
64,0.34
66,0.36
68,0.38
69,0.4
71,0.42
73,0.44
74,0.46
76,0.48
78,0.5
79,0.52
80,0.54
81,0.56
83,0.58
84,0.6
86,0.62
87,0.64
88,0.66
89,0.68
90,0.7
91,0.72
93,0.74
94,0.76
94,0.78
96,0.8
97,0.82
97,0.84
99,0.86
100,0.88
101,0.9
102,0.92
103,0.94
103,0.96
104,0.98
105,1.0
106,1.02
107,1.04
108,1.06
108,1.08
109,1.1
110,1.12
111,1.14
111,1.16
112,1.18
113,1.2
113,1.22
114,1.24
115,1.26
115,1.28
116,1.3
116,1.32
117,1.34
118,1.36
118,1.38
118,1.4
119,1.42
120,1.44
120,1.46
120,1.48
121,1.5
121,1.52
122,1.54
122,1.56
122,1.58
123,1.6
123,1.62
124,1.64
124,1.66
124,1.68
124,1.7
125,1.72
125,1.74
126,1.76
126,1.78
126,1.8
126,1.82
126,1.84
127,1.86
127,1.88
127,1.9
127,1.92
128,1.94
128,1.96
128,1.98
128,2.0
128,2.02
129,2.04
129,2.06
129,2.08
129,2.1
129,2.12
130,2.14
130,2.16
130,2.18
130,2.2
130,2.22
130,2.24
130,2.26
130,2.28
131,2.3
131,2.32
131,2.34
131,2.36
131,2.38
131,2.4
131,2.42
131,2.44
131,2.46
131,2.48
132,2.5
132,2.52
132,2.54
132,2.56
132,2.58
132,2.6
132,2.62
132,2.64
132,2.66
132,2.68
132,2.7
132,2.72
133,2.74
133,2.76
133,2.78
133,2.8
133,2.82
133,2.84
133,2.86
133,2.88
133,2.9
133,2.92
133,2.94
133,2.96
133,2.98
133,3.0
