switch_amplitude,switch_frequency
64,0.0
104,0.02
88,0.06
70,0.08
73,0.1
92,0.12
78,0.14
80,0.16
83,0.18
85,0.2
88,0.22
91,0.24
94,0.26
97,0.28
100,0.3
104,0.32
107,0.34
110,0.36
114,0.38
117,0.4
120,0.42
123,0.44
127,0.46
130,0.48
134,0.5
137,0.52
139,0.54
143,0.56
146,0.58
150,0.6
153,0.62
156,0.64
159,0.66
162,0.68
166,0.7
169,0.72
172,0.74
176,0.76
178,0.78
182,0.8
185,0.82
188,0.84
191,0.86
195,0.88
197,0.9
200,0.92
203,0.94
206,0.96
209,0.98
212,1.0
215,1.02
218,1.04
221,1.06
223,1.08
226,1.1
229,1.12
231,1.14
233,1.16
236,1.18
239,1.2
241,1.22
243,1.24
246,1.26
248,1.28
250,1.3
252,1.32
254,1.34
256,1.36
258,1.38
260,1.4
262,1.42
264,1.44
265,1.46
267,1.48
269,1.5
270,1.52
272,1.54
274,1.56
275,1.58
276,1.6
278,1.62
279,1.64
280,1.66
282,1.68
283,1.7
284,1.72
285,1.74
286,1.76
287,1.78
289,1.8
290,1.82
290,1.84
291,1.86
292,1.88
293,1.9
294,1.92
295,1.94
296,1.96
296,1.98
297,2.0
298,2.02
299,2.04
299,2.06
300,2.08
300,2.1
