switch_amplitude,switch_frequency
79,0.0
129,0.02
109,0.06
87,0.08
90,0.1
115,0.12
97,0.14
99,0.16
102,0.18
106,0.2
109,0.22
113,0.24
117,0.26
121,0.28
125,0.3
129,0.32
133,0.34
137,0.36
142,0.38
145,0.4
150,0.42
154,0.44
159,0.46
163,0.48
168,0.5
172,0.52
176,0.54
180,0.56
185,0.58
189,0.6
194,0.62
198,0.64
202,0.66
207,0.68
212,0.7
216,0.72
221,0.74
226,0.76
229,0.78
234,0.8
239,0.82
243,0.84
248,0.86
252,0.88
256,0.9
261,0.92
265,0.94
269,0.96
274,0.98
278,1.0
282,1.02
286,1.04
291,1.06
295,1.08
298,1.1
