R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.5887234393789145,5.244964530388546e-17,6.588723439378911,43.41127656062109,218.05638280310544,0.0011989500748227242,0.20777948468725876,299.74612939142753,49.79102156523792,1.01318845082305,1.0191832011971635
