switch_amplitude,switch_frequency
21,0.0
37,0.02
282,0.04
38,0.06
25,0.08
29,0.1
49,0.12
36,0.14
36,0.16
39,0.18
42,0.2
44,0.22
49,0.24
51,0.26
50,0.28
52,0.3
52,0.32
52,0.34
55,0.36
57,0.38
56,0.4
57,0.42
57,0.44
56,0.46
58,0.48
59,0.5
59,0.52
59,0.54
60,0.56
59,0.58
60,0.6
61,0.62
61,0.64
61,0.66
61,0.68
61,0.7
61,0.72
62,0.74
62,0.76
62,0.78
62,0.8
62,0.82
61,0.84
63,0.86
63,0.88
63,0.9
63,0.92
63,0.94
62,0.96
63,0.98
64,1.0
63,1.02
64,1.04
64,1.06
63,1.08
64,1.1
64,1.12
64,1.14
64,1.16
65,1.18
64,1.2
64,1.22
65,1.24
65,1.26
65,1.28
65,1.3
65,1.32
64,1.34
65,1.36
65,1.38
65,1.4
65,1.42
65,1.44
65,1.46
65,1.48
65,1.5
65,1.52
66,1.54
66,1.56
65,1.58
65,1.6
66,1.62
66,1.64
66,1.66
66,1.68
66,1.7
65,1.72
66,1.74
66,1.76
66,1.78
66,1.8
66,1.82
66,1.84
66,1.86
66,1.88
66,1.9
66,1.92
66,1.94
66,1.96
66,1.98
66,2.0
66,2.02
66,2.04
67,2.06
66,2.08
66,2.1
66,2.12
66,2.14
66,2.16
67,2.18
66,2.2
66,2.22
67,2.24
67,2.26
66,2.28
67,2.3
67,2.32
66,2.34
67,2.36
67,2.38
67,2.4
67,2.42
67,2.44
66,2.46
66,2.48
67,2.5
67,2.52
67,2.54
67,2.56
67,2.58
66,2.6
67,2.62
67,2.64
67,2.66
67,2.68
67,2.7
66,2.72
67,2.74
67,2.76
67,2.78
67,2.8
67,2.82
67,2.84
67,2.86
67,2.88
67,2.9
67,2.92
67,2.94
67,2.96
67,2.98
67,3.0
