R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.5887234393789145,1.9285561133463747e-16,6.588723439378911,43.41127656062109,430.1772117774919,0.03472581542336529,7.541108389699348,679.7866527180366,42.42416579487729,1.208354892540192,1.208354892540192
