switch_amplitude,switch_frequency
20,0.0
32,0.02
143,0.04
28,0.06
22,0.08
23,0.1
28,0.12
25,0.14
25,0.16
26,0.18
27,0.2
28,0.22
29,0.24
30,0.26
31,0.28
32,0.3
32,0.32
33,0.34
34,0.36
35,0.38
36,0.4
37,0.42
38,0.44
38,0.46
39,0.48
40,0.5
40,0.52
41,0.54
42,0.56
42,0.58
43,0.6
44,0.62
44,0.64
45,0.66
45,0.68
46,0.7
46,0.72
47,0.74
47,0.76
47,0.78
48,0.8
48,0.82
49,0.84
49,0.86
50,0.88
50,0.9
50,0.92
51,0.94
51,0.96
52,0.98
52,1.0
52,1.02
53,1.04
53,1.06
53,1.08
53,1.1
54,1.12
54,1.14
54,1.16
55,1.18
55,1.2
55,1.22
55,1.24
56,1.26
56,1.28
56,1.3
56,1.32
56,1.34
57,1.36
57,1.38
57,1.4
57,1.42
57,1.44
58,1.46
58,1.48
58,1.5
58,1.52
58,1.54
58,1.56
58,1.58
59,1.6
59,1.62
59,1.64
59,1.66
59,1.68
59,1.7
59,1.72
60,1.74
60,1.76
60,1.78
60,1.8
60,1.82
60,1.84
60,1.86
60,1.88
60,1.9
60,1.92
60,1.94
60,1.96
61,1.98
61,2.0
61,2.02
61,2.04
61,2.06
61,2.08
61,2.1
61,2.12
61,2.14
61,2.16
61,2.18
61,2.2
61,2.22
61,2.24
61,2.26
61,2.28
61,2.3
62,2.32
61,2.34
62,2.36
62,2.38
62,2.4
62,2.42
62,2.44
62,2.46
62,2.48
62,2.5
62,2.52
62,2.54
62,2.56
62,2.58
62,2.6
62,2.62
62,2.64
62,2.66
62,2.68
62,2.7
62,2.72
62,2.74
62,2.76
62,2.78
62,2.8
62,2.82
62,2.84
62,2.86
62,2.88
62,2.9
62,2.92
62,2.94
62,2.96
62,2.98
62,3.0
