switch_amplitude,switch_frequency
24,0.0
39,0.02
180,0.04
34,0.06
27,0.08
28,0.1
35,0.12
30,0.14
31,0.16
32,0.18
33,0.2
34,0.22
36,0.24
37,0.26
38,0.28
39,0.3
41,0.32
42,0.34
43,0.36
44,0.38
45,0.4
46,0.42
47,0.44
48,0.46
50,0.48
51,0.5
51,0.52
52,0.54
53,0.56
54,0.58
55,0.6
56,0.62
56,0.64
57,0.66
58,0.68
58,0.7
59,0.72
60,0.74
61,0.76
61,0.78
62,0.8
62,0.82
63,0.84
63,0.86
64,0.88
64,0.9
65,0.92
65,0.94
66,0.96
66,0.98
67,1.0
67,1.02
68,1.04
68,1.06
68,1.08
69,1.1
69,1.12
70,1.14
70,1.16
70,1.18
71,1.2
71,1.22
71,1.24
72,1.26
72,1.28
72,1.3
72,1.32
73,1.34
73,1.36
73,1.38
73,1.4
74,1.42
74,1.44
74,1.46
74,1.48
75,1.5
75,1.52
75,1.54
75,1.56
75,1.58
75,1.6
76,1.62
76,1.64
76,1.66
76,1.68
76,1.7
76,1.72
77,1.74
77,1.76
77,1.78
77,1.8
77,1.82
77,1.84
77,1.86
77,1.88
77,1.9
78,1.92
78,1.94
78,1.96
78,1.98
78,2.0
78,2.02
78,2.04
78,2.06
78,2.08
78,2.1
78,2.12
78,2.14
78,2.16
79,2.18
79,2.2
79,2.22
79,2.24
79,2.26
79,2.28
79,2.3
79,2.32
79,2.34
79,2.36
79,2.38
79,2.4
79,2.42
79,2.44
79,2.46
79,2.48
79,2.5
79,2.52
79,2.54
80,2.56
80,2.58
80,2.6
80,2.62
80,2.64
80,2.66
80,2.68
80,2.7
80,2.72
80,2.74
80,2.76
80,2.78
80,2.8
80,2.82
80,2.84
80,2.86
80,2.88
80,2.9
80,2.92
80,2.94
80,2.96
80,2.98
80,3.0
