freq,amp,stime
0.26,83,8.22
0.28,83,8.22
0.3,83,8.22
0.32,83,8.22
0.34,83,8.22
0.36,83,8.22
0.38,83,8.22
0.4,83,8.21
0.42,83,8.31
0.44,83,8.49
0.46,83,8.77
0.48,83,9.36
0.5,83,10.61
0.52,83,15.66
0.54,83,19.21
0.56,83,21.51
0.58,83,28.03
0.6,83,33.61
0.62,83,42.74
0.64,83,57.98
0.66,83,103.4
0.0,84,8.18
0.02,84,8.19
0.04,84,8.19
0.06,84,8.19
0.08,84,8.19
0.1,84,8.19
0.12,84,8.19
0.14,84,8.19
0.16,84,8.19
0.18,84,8.19
0.2,84,8.19
0.22,84,8.19
0.24,84,8.19
0.26,84,8.19
0.28,84,8.19
0.3,84,8.19
0.32,84,8.19
0.34,84,8.19
0.36,84,8.19
0.38,84,8.19
0.4,84,8.21
0.42,84,8.23
0.44,84,8.46
0.46,84,8.74
0.48,84,9.3
0.5,84,10.33
0.52,84,14.58
0.54,84,18.8
0.56,84,20.84
0.58,84,27.23
0.6,84,31.33
0.62,84,39.46
0.64,84,54.17
0.66,84,83.97
0.0,85,8.15
0.02,85,8.15
0.04,85,8.15
0.06,85,8.15
0.08,85,8.15
0.1,85,8.15
0.12,85,8.15
0.14,85,8.15
0.16,85,8.15
0.18,85,8.15
0.2,85,8.15
0.22,85,8.15
0.24,85,8.15
0.26,85,8.15
0.28,85,8.15
0.3,85,8.15
0.32,85,8.15
0.34,85,8.15
0.36,85,8.15
0.38,85,8.15
0.4,85,8.15
0.42,85,8.21
0.44,85,8.36
0.46,85,8.62
0.48,85,9.15
0.5,85,10.1
0.52,85,13.54
0.54,85,18.42
0.56,85,20.32
0.58,85,26.24
0.6,85,29.93
0.62,85,37.85
0.64,85,48.8
0.66,85,72.81
0.0,86,8.12
0.02,86,8.12
0.04,86,8.12
0.06,86,8.12
0.08,86,8.12
0.1,86,8.12
0.12,86,8.12
0.14,86,8.12
0.16,86,8.12
0.18,86,8.12
0.2,86,8.12
0.22,86,8.12
0.24,86,8.12
0.26,86,8.12
0.28,86,8.12
0.3,86,8.12
0.32,86,8.12
0.34,86,8.12
0.36,86,8.12
0.38,86,8.12
0.4,86,8.11
0.42,86,8.19
0.44,86,8.34
0.46,86,8.6
0.48,86,9.02
0.5,86,9.98
0.52,86,12.68
0.54,86,18.08
0.56,86,19.88
0.58,86,24.84
0.6,86,29.01
0.62,86,36.55
0.64,86,46.1
0.66,86,64.45
0.0,87,8.09
0.02,87,8.09
0.04,87,8.09
0.06,87,8.09
0.08,87,8.09
0.1,87,8.09
0.12,87,8.09
0.14,87,8.09
0.16,87,8.09
0.18,87,8.09
0.2,87,8.09
0.22,87,8.09
0.24,87,8.09
0.26,87,8.09
0.28,87,8.09
0.3,87,8.09
0.32,87,8.09
0.34,87,8.09
0.36,87,8.09
0.38,87,8.09
0.4,87,8.11
0.42,87,8.12
0.44,87,8.25
0.46,87,8.57
0.48,87,8.98
0.5,87,9.78
0.52,87,12.05
0.54,87,17.72
0.56,87,19.49
0.58,87,23.38
0.6,87,28.28
0.62,87,35.28
0.64,87,44.13
0.66,87,58.64
0.68,87,98.83
0.0,88,8.06
0.02,88,8.06
0.04,88,8.06
0.06,88,8.06
0.08,88,8.06
0.1,88,8.06
0.12,88,8.06
0.14,88,8.06
0.16,88,8.06
0.18,88,8.06
0.2,88,8.06
0.22,88,8.06
0.24,88,8.06
0.26,88,8.06
0.28,88,8.06
0.3,88,8.06
0.32,88,8.06
0.34,88,8.06
0.36,88,8.06
0.38,88,8.06
0.4,88,8.07
0.42,88,8.1
0.44,88,8.22
0.46,88,8.46
0.48,88,8.84
0.5,88,9.59
0.52,88,11.58
0.54,88,17.27
0.56,88,19.23
0.58,88,22.2
0.6,88,27.68
0.62,88,33.38
0.64,88,40.94
0.66,88,54.0
0.68,88,82.37
0.0,89,8.03
0.02,89,8.03
0.04,89,8.03
0.06,89,8.03
0.08,89,8.03
0.1,89,8.03
0.12,89,8.03
0.14,89,8.03
0.16,89,8.03
0.18,89,8.03
0.2,89,8.03
0.22,89,8.03
0.24,89,8.03
0.26,89,8.03
0.28,89,8.03
0.3,89,8.03
0.32,89,8.03
0.34,89,8.03
0.36,89,8.03
0.38,89,8.03
0.4,89,8.03
0.42,89,8.09
0.44,89,8.21
0.46,89,8.44
0.48,89,8.81
0.5,89,9.51
0.52,89,11.09
0.54,89,16.77
0.56,89,18.9
0.58,89,21.25
0.6,89,27.02
0.62,89,31.33
0.64,89,38.32
0.66,89,50.6
0.68,89,72.14
0.0,90,8.0
0.02,90,8.01
0.04,90,8.01
0.06,90,8.01
0.08,90,8.01
0.1,90,8.01
0.12,90,8.01
0.14,90,8.01
0.16,90,8.01
0.18,90,8.01
0.2,90,8.01
0.22,90,8.01
0.24,90,8.01
0.26,90,8.01
0.28,90,8.01
0.3,90,8.01
0.32,90,8.01
0.34,90,8.01
0.36,90,8.01
0.38,90,8.01
0.4,90,7.99
0.42,90,8.02
0.44,90,8.11
0.46,90,8.34
0.48,90,8.75
0.5,90,9.33
0.52,90,10.86
0.54,90,16.11
0.56,90,18.6
0.58,90,20.58
0.6,90,26.43
0.62,90,29.82
0.64,90,36.93
0.66,90,46.55
0.68,90,64.72
0.0,91,7.97
0.02,91,7.98
0.04,91,7.98
0.06,91,7.98
0.08,91,7.98
0.1,91,7.98
0.12,91,7.98
0.14,91,7.98
0.16,91,7.98
0.18,91,7.98
0.2,91,7.98
0.22,91,7.98
0.24,91,7.98
0.26,91,7.98
0.28,91,7.98
0.3,91,7.98
0.32,91,7.98
0.34,91,7.98
0.36,91,7.98
0.38,91,7.98
0.4,91,7.97
0.42,91,8.01
0.44,91,8.1
0.46,91,8.31
0.48,91,8.63
0.5,91,9.27
0.52,91,10.58
0.54,91,15.33
0.56,91,18.3
0.58,91,20.15
0.6,91,25.71
0.62,91,28.83
0.64,91,35.84
0.66,91,44.48
0.68,91,60.17
0.7,91,97.99
0.0,92,7.95
0.02,92,7.96
0.04,92,7.96
0.06,92,7.96
0.08,92,7.96
0.1,92,7.96
0.12,92,7.96
0.14,92,7.96
0.16,92,7.96
0.18,92,7.96
0.2,92,7.96
0.22,92,7.96
0.24,92,7.96
0.26,92,7.96
0.28,92,7.96
0.3,92,7.96
0.32,92,7.96
0.34,92,7.96
0.36,92,7.96
0.38,92,7.96
0.4,92,7.94
0.42,92,7.95
0.44,92,8.08
0.46,92,8.29
0.48,92,8.61
0.5,92,9.12
0.52,92,10.32
0.54,92,14.54
0.56,92,18.04
0.58,92,19.71
0.6,92,24.71
0.62,92,28.12
0.64,92,34.83
0.66,92,42.87
0.68,92,54.59
0.7,92,84.37
0.0,93,7.92
0.02,93,7.92
0.04,93,7.92
0.06,93,7.92
0.08,93,7.92
0.1,93,7.92
0.12,93,7.92
0.14,93,7.92
0.16,93,7.92
0.18,93,7.92
0.2,93,7.92
0.22,93,7.92
0.24,93,7.92
0.26,93,7.92
0.28,93,7.92
0.3,93,7.92
0.32,93,7.92
0.34,93,7.92
0.36,93,7.92
0.38,93,7.92
0.4,93,7.92
0.42,93,7.94
0.44,93,8.06
0.46,93,8.18
0.48,93,8.49
0.5,93,9.07
0.52,93,10.08
0.54,93,13.75
0.56,93,17.76
0.58,93,19.29
0.6,93,23.63
0.62,93,27.54
0.64,93,33.66
0.66,93,40.42
0.68,93,51.89
0.7,93,74.28
0.0,94,7.91
0.02,94,7.9
0.04,94,7.9
0.06,94,7.9
0.08,94,7.9
0.1,94,7.9
0.12,94,7.9
0.14,94,7.9
0.16,94,7.9
0.18,94,7.9
0.2,94,7.9
0.22,94,7.9
0.24,94,7.9
0.26,94,7.9
0.28,94,7.9
0.3,94,7.9
0.32,94,7.9
0.34,94,7.9
0.36,94,7.9
0.38,94,7.9
0.4,94,7.89
0.42,94,7.93
0.44,94,7.97
0.46,94,8.18
0.48,94,8.46
0.5,94,8.93
0.52,94,9.97
0.54,94,13.06
0.56,94,17.45
0.58,94,19.04
0.6,94,22.5
0.62,94,26.97
0.64,94,32.02
0.66,94,37.93
0.68,94,48.83
0.7,94,67.48
0.0,95,7.88
0.02,95,7.87
0.04,95,7.87
0.06,95,7.87
0.08,95,7.87
0.1,95,7.87
0.12,95,7.87
0.14,95,7.87
0.16,95,7.87
0.18,95,7.87
0.2,95,7.87
0.22,95,7.87
0.24,95,7.87
0.26,95,7.87
0.28,95,7.87
0.3,95,7.87
0.32,95,7.87
0.34,95,7.87
0.36,95,7.87
0.38,95,7.87
0.4,95,7.87
0.42,95,7.86
0.44,95,7.95
0.46,95,8.08
0.48,95,8.44
0.5,95,8.87
0.52,95,9.77
0.54,95,12.41
0.56,95,17.17
0.58,95,18.79
0.6,95,21.59
0.62,95,26.44
0.64,95,30.39
0.66,95,36.49
0.68,95,45.5
0.7,95,61.12
0.72,95,102.06
0.0,96,7.86
0.02,96,7.85
0.04,96,7.85
0.06,96,7.85
0.08,96,7.85
0.1,96,7.85
0.12,96,7.85
0.14,96,7.85
0.16,96,7.85
0.18,96,7.85
0.2,96,7.85
0.22,96,7.85
0.24,96,7.85
0.26,96,7.85
0.28,96,7.85
0.3,96,7.85
0.32,96,7.85
0.34,96,7.85
0.36,96,7.85
0.38,96,7.85
0.4,96,7.84
0.42,96,7.87
0.44,96,7.94
0.46,96,8.06
0.48,96,8.33
0.5,96,8.75
0.52,96,9.68
0.54,96,11.89
0.56,96,16.88
0.58,96,18.49
0.6,96,20.78
0.62,96,25.96
0.64,96,29.13
0.66,96,35.42
0.68,96,43.64
0.7,96,57.67
0.72,96,86.38
0.0,97,7.84
0.02,97,7.82
0.04,97,7.82
0.06,97,7.82
0.08,97,7.82
0.1,97,7.82
0.12,97,7.82
0.14,97,7.82
0.16,97,7.82
0.18,97,7.82
0.2,97,7.82
0.22,97,7.82
0.24,97,7.82
0.26,97,7.82
0.28,97,7.82
0.3,97,7.82
0.32,97,7.82
0.34,97,7.82
0.36,97,7.82
0.38,97,7.82
0.4,97,7.82
0.42,97,7.82
0.44,97,7.92
0.46,97,8.05
0.48,97,8.32
0.5,97,8.71
0.52,97,9.5
0.54,97,11.44
0.56,97,16.56
0.58,97,18.29
0.6,97,20.25
0.62,97,25.47
0.64,97,28.25
0.66,97,34.56
0.68,97,42.27
0.7,97,53.04
0.72,97,76.62
0.0,98,7.82
0.02,98,7.81
0.04,98,7.81
0.06,98,7.81
0.08,98,7.81
0.1,98,7.81
0.12,98,7.81
0.14,98,7.81
0.16,98,7.81
0.18,98,7.81
0.2,98,7.81
0.22,98,7.81
0.24,98,7.81
0.26,98,7.81
0.28,98,7.81
0.3,98,7.81
0.32,98,7.81
0.34,98,7.81
0.36,98,7.81
0.38,98,7.81
0.4,98,7.81
0.42,98,7.82
0.44,98,7.87
0.46,98,8.03
0.48,98,8.28
0.5,98,8.67
0.52,98,9.44
0.54,98,11.09
0.56,98,16.11
0.58,98,18.01
0.6,98,19.74
0.62,98,24.88
0.64,98,27.58
0.66,98,33.78
0.68,98,40.67
0.7,98,50.62
0.72,98,69.41
0.0,99,7.79
0.02,99,7.78
0.04,99,7.78
0.06,99,7.78
0.08,99,7.78
0.1,99,7.78
0.12,99,7.78
0.14,99,7.78
0.16,99,7.78
0.18,99,7.78
0.2,99,7.78
0.22,99,7.78
0.24,99,7.78
0.26,99,7.78
0.28,99,7.78
0.3,99,7.78
0.32,99,7.78
0.34,99,7.78
0.36,99,7.78
0.38,99,7.78
0.4,99,7.78
0.42,99,7.77
0.44,99,7.83
0.46,99,7.94
0.48,99,8.18
0.5,99,8.55
0.52,99,9.27
0.54,99,10.78
0.56,99,15.67
0.58,99,17.75
0.6,99,19.42
0.62,99,24.18
0.64,99,27.1
0.66,99,32.85
0.68,99,38.45
0.7,99,48.43
0.72,99,64.73
0.0,100,7.77
0.02,100,7.75
0.04,100,7.75
0.06,100,7.75
0.08,100,7.75
0.1,100,7.75
0.12,100,7.75
0.14,100,7.75
0.16,100,7.75
0.18,100,7.75
0.2,100,7.75
0.22,100,7.75
0.24,100,7.75
0.26,100,7.75
0.28,100,7.75
0.3,100,7.75
0.32,100,7.75
0.34,100,7.75
0.36,100,7.75
0.38,100,7.75
0.4,100,7.75
0.42,100,7.76
0.44,100,7.82
0.46,100,7.92
0.48,100,8.16
0.5,100,8.53
0.52,100,9.22
0.54,100,10.62
0.56,100,15.13
0.58,100,17.6
0.6,100,19.13
0.62,100,23.36
0.64,100,26.61
0.66,100,31.66
0.68,100,36.62
0.7,100,45.4
0.72,100,59.37
0.74,100,91.95
0.0,101,7.75
0.02,101,7.74
0.04,101,7.74
0.06,101,7.74
0.08,101,7.74
0.1,101,7.74
0.12,101,7.74
0.14,101,7.74
0.16,101,7.74
0.18,101,7.74
0.2,101,7.74
0.22,101,7.74
0.24,101,7.74
0.26,101,7.74
0.28,101,7.74
0.3,101,7.74
0.32,101,7.74
0.34,101,7.74
0.36,101,7.74
0.38,101,7.74
0.4,101,7.74
0.42,101,7.72
0.44,101,7.75
0.46,101,7.91
0.48,101,8.14
0.5,101,8.49
0.52,101,9.07
0.54,101,10.38
0.56,101,14.58
0.58,101,17.35
0.6,101,18.78
0.62,101,22.43
0.64,101,26.16
0.66,101,30.32
0.68,101,35.42
0.7,101,43.27
0.72,101,56.63
0.74,101,81.87
0.0,102,7.73
0.02,102,7.72
0.04,102,7.72
0.06,102,7.72
0.08,102,7.72
0.1,102,7.72
0.12,102,7.72
0.14,102,7.72
0.16,102,7.72
0.18,102,7.72
0.2,102,7.72
0.22,102,7.72
0.24,102,7.72
0.26,102,7.72
0.28,102,7.72
0.3,102,7.72
0.32,102,7.72
0.34,102,7.72
0.36,102,7.72
0.38,102,7.72
0.4,102,7.72
0.42,102,7.72
0.44,102,7.74
0.46,102,7.82
0.48,102,8.04
0.5,102,8.39
0.52,102,9.02
0.54,102,10.14
0.56,102,13.98
0.58,102,17.17
0.6,102,18.53
0.62,102,21.63
0.64,102,25.76
0.66,102,29.09
0.68,102,34.59
0.7,102,42.01
0.72,102,52.64
0.74,102,73.92
0.0,103,7.71
0.02,103,7.68
0.04,103,7.68
0.06,103,7.68
0.08,103,7.68
0.1,103,7.68
0.12,103,7.68
0.14,103,7.68
0.16,103,7.68
0.18,103,7.68
0.2,103,7.68
0.22,103,7.68
0.24,103,7.68
0.26,103,7.68
0.28,103,7.68
0.3,103,7.68
0.32,103,7.68
0.34,103,7.68
0.36,103,7.68
0.38,103,7.68
0.4,103,7.68
0.42,103,7.7
0.44,103,7.73
0.46,103,7.81
0.48,103,8.03
0.5,103,8.31
0.52,103,8.88
0.54,103,9.94
0.56,103,13.4
0.58,103,16.94
0.6,103,18.32
0.62,103,20.93
0.64,103,25.36
0.66,103,28.13
0.68,103,33.84
0.7,103,40.85
0.72,103,50.09
0.74,103,67.62
0.0,104,7.68
0.02,104,7.65
0.04,104,7.65
0.06,104,7.65
0.08,104,7.65
0.1,104,7.65
0.12,104,7.65
0.14,104,7.65
0.16,104,7.65
0.18,104,7.65
0.2,104,7.65
0.22,104,7.65
0.24,104,7.65
0.26,104,7.65
0.28,104,7.65
0.3,104,7.65
0.32,104,7.65
0.34,104,7.65
0.36,104,7.65
0.38,104,7.65
0.4,104,7.65
0.42,104,7.68
0.44,104,7.72
0.46,104,7.81
0.48,104,8.01
0.5,104,8.34
0.52,104,8.84
0.54,104,9.83
0.56,104,12.87
0.58,104,16.7
0.6,104,18.12
0.62,104,20.34
0.64,104,24.99
0.66,104,27.47
0.68,104,33.17
0.7,104,39.58
0.72,104,48.45
0.74,104,63.73
0.76,104,101.21
0.0,105,7.66
0.02,105,7.63
0.04,105,7.63
0.06,105,7.63
0.08,105,7.63
0.1,105,7.63
0.12,105,7.63
0.14,105,7.63
0.16,105,7.63
0.18,105,7.63
0.2,105,7.63
0.22,105,7.63
0.24,105,7.63
0.26,105,7.63
0.28,105,7.63
0.3,105,7.63
0.32,105,7.63
0.34,105,7.63
0.36,105,7.63
0.38,105,7.63
0.4,105,7.63
0.42,105,7.64
0.44,105,7.66
0.46,105,7.78
0.48,105,7.93
0.5,105,8.23
0.52,105,8.8
0.54,105,9.75
0.56,105,12.37
0.58,105,16.49
0.6,105,17.93
0.62,105,19.84
0.64,105,24.55
0.66,105,26.95
0.68,105,32.51
0.7,105,37.83
0.72,105,46.28
0.74,105,58.92
0.76,105,88.57
0.0,106,7.64
0.02,106,7.6
0.04,106,7.6
0.06,106,7.6
0.08,106,7.6
0.1,106,7.6
0.12,106,7.6
0.14,106,7.6
0.16,106,7.6
0.18,106,7.6
0.2,106,7.6
0.22,106,7.6
0.24,106,7.6
0.26,106,7.6
0.28,106,7.6
0.3,106,7.6
0.32,106,7.6
0.34,106,7.6
0.36,106,7.6
0.38,106,7.6
0.4,106,7.6
0.42,106,7.61
0.44,106,7.66
0.46,106,7.76
0.48,106,7.91
0.5,106,8.2
0.52,106,8.66
0.54,106,9.56
0.56,106,11.98
0.58,106,16.27
0.6,106,17.65
0.62,106,19.46
0.64,106,24.08
0.66,106,26.42
0.68,106,31.71
0.7,106,36.17
0.72,106,43.8
0.74,106,56.27
0.76,106,79.93
0.0,107,7.63
0.02,107,7.58
0.04,107,7.58
0.06,107,7.58
0.08,107,7.58
0.1,107,7.58
0.12,107,7.58
0.14,107,7.58
0.16,107,7.58
0.18,107,7.58
0.2,107,7.58
0.22,107,7.58
0.24,107,7.58
0.26,107,7.58
0.28,107,7.58
0.3,107,7.58
0.32,107,7.58
0.34,107,7.58
0.36,107,7.58
0.38,107,7.58
0.4,107,7.58
0.42,107,7.6
0.44,107,7.64
0.46,107,7.74
0.48,107,7.89
0.5,107,8.18
0.52,107,8.65
0.54,107,9.41
0.56,107,11.58
0.58,107,16.0
0.6,107,17.49
0.62,107,19.14
0.64,107,23.52
0.66,107,26.04
0.68,107,30.72
0.7,107,34.93
0.72,107,42.12
0.74,107,53.59
0.76,107,72.74
0.0,108,7.61
0.02,108,7.56
0.04,108,7.56
0.06,108,7.56
0.08,108,7.56
0.1,108,7.56
0.12,108,7.56
0.14,108,7.56
0.16,108,7.56
0.18,108,7.56
0.2,108,7.56
0.22,108,7.56
0.24,108,7.56
0.26,108,7.56
0.28,108,7.56
0.3,108,7.56
0.32,108,7.56
0.34,108,7.56
0.36,108,7.56
0.38,108,7.56
0.4,108,7.56
0.42,108,7.59
0.44,108,7.59
0.46,108,7.66
0.48,108,7.87
0.5,108,8.08
0.52,108,8.52
0.54,108,9.36
0.56,108,11.26
0.58,108,15.71
0.6,108,17.33
0.62,108,18.86
0.64,108,22.87
0.66,108,25.7
0.68,108,29.68
0.7,108,34.19
0.72,108,41.05
0.74,108,50.44
0.76,108,68.02
0.0,109,7.59
0.02,109,7.54
0.04,109,7.54
0.06,109,7.54
0.08,109,7.54
0.1,109,7.54
0.12,109,7.54
0.14,109,7.54
0.16,109,7.54
0.18,109,7.54
0.2,109,7.54
0.22,109,7.54
0.24,109,7.54
0.26,109,7.54
0.28,109,7.54
0.3,109,7.54
0.32,109,7.54
0.34,109,7.54
0.36,109,7.54
0.38,109,7.54
0.4,109,7.54
0.42,109,7.56
0.44,109,7.58
0.46,109,7.67
0.48,109,7.84
0.5,109,8.07
0.52,109,8.54
0.54,109,9.21
0.56,109,10.97
0.58,109,15.4
0.6,109,17.18
0.62,109,18.52
0.64,109,22.19
0.66,109,25.3
0.68,109,28.64
0.7,109,33.5
0.72,109,40.09
0.74,109,48.61
0.76,109,63.52
0.78,109,98.9
0.0,110,7.56
0.02,110,7.52
0.04,110,7.52
0.06,110,7.52
0.08,110,7.52
0.1,110,7.52
0.12,110,7.52
0.14,110,7.52
0.16,110,7.52
0.18,110,7.52
0.2,110,7.52
0.22,110,7.52
0.24,110,7.52
0.26,110,7.52
0.28,110,7.52
0.3,110,7.52
0.32,110,7.52
0.34,110,7.52
0.36,110,7.52
0.38,110,7.52
0.4,110,7.52
0.42,110,7.55
0.44,110,7.58
0.46,110,7.64
0.48,110,7.77
0.5,110,8.06
0.52,110,8.4
0.54,110,9.16
0.56,110,10.69
0.58,110,15.06
0.6,110,17.01
0.62,110,18.3
0.64,110,21.54
0.66,110,25.01
0.68,110,27.8
0.7,110,32.91
0.72,110,39.15
0.74,110,47.15
0.76,110,60.18
0.78,110,87.7
0.0,111,7.55
0.02,111,7.56
0.04,111,7.56
0.06,111,7.56
0.08,111,7.56
0.1,111,7.56
0.12,111,7.56
0.14,111,7.56
0.16,111,7.56
0.18,111,7.56
0.2,111,7.56
0.22,111,7.56
0.24,111,7.56
0.26,111,7.56
0.28,111,7.56
0.3,111,7.56
0.32,111,7.56
0.34,111,7.56
0.36,111,7.56
0.38,111,7.56
0.4,111,7.56
0.42,111,7.53
0.44,111,7.57
0.46,111,7.63
0.48,111,7.74
0.5,111,8.04
0.52,111,8.39
0.54,111,9.11
0.56,111,10.47
0.58,111,14.69
0.6,111,16.79
0.62,111,18.11
0.64,111,20.94
0.66,111,24.64
0.68,111,27.17
0.7,111,32.34
0.72,111,37.9
0.74,111,45.48
0.76,111,56.56
0.78,111,79.66
0.0,112,7.52
0.02,112,7.54
0.04,112,7.54
0.06,112,7.54
0.08,112,7.54
0.1,112,7.54
0.12,112,7.54
0.14,112,7.54
0.16,112,7.54
0.18,112,7.54
0.2,112,7.54
0.22,112,7.54
0.24,112,7.54
0.26,112,7.54
0.28,112,7.54
0.3,112,7.54
0.32,112,7.54
0.34,112,7.54
0.36,112,7.54
0.38,112,7.54
0.4,112,7.54
0.42,112,7.51
0.44,112,7.53
0.46,112,7.61
0.48,112,7.75
0.5,112,7.94
0.52,112,8.35
0.54,112,8.98
0.56,112,10.31
0.58,112,14.26
0.6,112,16.66
0.62,112,17.9
0.64,112,20.44
0.66,112,24.38
0.68,112,26.62
0.7,112,31.8
0.72,112,36.48
0.74,112,43.36
0.76,112,54.48
0.78,112,73.95
0.0,113,7.5
0.02,113,7.52
0.04,113,7.52
0.06,113,7.52
0.08,113,7.52
0.1,113,7.52
0.12,113,7.52
0.14,113,7.52
0.16,113,7.52
0.18,113,7.52
0.2,113,7.52
0.22,113,7.52
0.24,113,7.52
0.26,113,7.52
0.28,113,7.52
0.3,113,7.52
0.32,113,7.52
0.34,113,7.52
0.36,113,7.52
0.38,113,7.52
0.4,113,7.52
0.42,113,7.5
0.44,113,7.51
0.46,113,7.6
0.48,113,7.66
0.5,113,7.92
0.52,113,8.32
0.54,113,8.9
0.56,113,10.09
0.58,113,13.85
0.6,113,16.51
0.62,113,17.73
0.64,113,19.91
0.66,113,24.04
0.68,113,26.19
0.7,113,31.2
0.72,113,35.17
0.74,113,41.7
0.76,113,52.19
0.78,113,69.18
0.0,114,7.49
0.02,114,7.5
0.04,114,7.5
0.06,114,7.5
0.08,114,7.5
0.1,114,7.5
0.12,114,7.5
0.14,114,7.5
0.16,114,7.5
0.18,114,7.5
0.2,114,7.5
0.22,114,7.5
0.24,114,7.5
0.26,114,7.5
0.28,114,7.5
0.3,114,7.5
0.32,114,7.5
0.34,114,7.5
0.36,114,7.5
0.38,114,7.5
0.4,114,7.5
0.42,114,7.48
0.44,114,7.51
0.46,114,7.52
0.48,114,7.7
0.5,114,7.91
0.52,114,8.22
0.54,114,8.87
0.56,114,9.95
0.58,114,13.42
0.6,114,16.37
0.62,114,17.54
0.64,114,19.54
0.66,114,23.69
0.68,114,25.77
0.7,114,30.53
0.72,114,34.19
0.74,114,40.65
0.76,114,49.53
0.78,114,64.57
0.8,114,100.14
0.0,115,7.46
0.02,115,7.49
0.04,115,7.49
0.06,115,7.49
0.08,115,7.49
0.1,115,7.49
0.12,115,7.49
0.14,115,7.49
0.16,115,7.49
0.18,115,7.49
0.2,115,7.49
0.22,115,7.49
0.24,115,7.49
0.26,115,7.49
0.28,115,7.49
0.3,115,7.49
0.32,115,7.49
0.34,115,7.49
0.36,115,7.49
0.38,115,7.49
0.4,115,7.49
0.42,115,7.47
0.44,115,7.46
0.46,115,7.51
0.48,115,7.63
0.5,115,7.89
0.52,115,8.19
0.54,115,8.73
0.56,115,9.8
0.58,115,13.05
0.6,115,16.18
0.62,115,17.37
0.64,115,19.09
0.66,115,23.31
0.68,115,25.42
0.7,115,29.7
0.72,115,33.46
0.74,115,39.81
0.76,115,47.78
0.78,115,61.5
0.8,115,90.33
0.0,116,7.44
0.02,116,7.47
0.04,116,7.47
0.06,116,7.47
0.08,116,7.47
0.1,116,7.47
0.12,116,7.47
0.14,116,7.47
0.16,116,7.47
0.18,116,7.47
0.2,116,7.47
0.22,116,7.47
0.24,116,7.47
0.26,116,7.47
0.28,116,7.47
0.3,116,7.47
0.32,116,7.47
0.34,116,7.47
0.36,116,7.47
0.38,116,7.47
0.4,116,7.47
0.42,116,7.45
0.44,116,7.46
0.46,116,7.5
0.48,116,7.63
0.5,116,7.78
0.52,116,8.16
0.54,116,8.68
0.56,116,9.7
0.58,116,12.67
0.6,116,16.03
0.62,116,17.2
0.64,116,18.88
0.66,116,22.91
0.68,116,25.17
0.7,116,28.87
0.72,116,32.83
0.74,116,39.0
0.76,116,46.55
0.78,116,58.76
0.8,116,82.51
0.0,117,7.42
0.02,117,7.46
0.04,117,7.46
0.06,117,7.46
0.08,117,7.46
0.1,117,7.46
0.12,117,7.46
0.14,117,7.46
0.16,117,7.46
0.18,117,7.46
0.2,117,7.46
0.22,117,7.46
0.24,117,7.46
0.26,117,7.46
0.28,117,7.46
0.3,117,7.46
0.32,117,7.46
0.34,117,7.46
0.36,117,7.46
0.38,117,7.46
0.4,117,7.46
0.42,117,7.44
0.44,117,7.46
0.46,117,7.49
0.48,117,7.61
0.5,117,7.77
0.52,117,8.13
0.54,117,8.65
0.56,117,9.6
0.58,117,12.3
0.6,117,15.87
0.62,117,17.11
0.64,117,18.62
0.66,117,22.43
0.68,117,24.86
0.7,117,28.05
0.72,117,32.32
0.74,117,38.18
0.76,117,45.35
0.78,117,55.43
0.8,117,76.11
0.0,118,7.4
0.02,118,7.39
0.04,118,7.39
0.06,118,7.39
0.08,118,7.39
0.1,118,7.39
0.12,118,7.39
0.14,118,7.39
0.16,118,7.39
0.18,118,7.39
0.2,118,7.39
0.22,118,7.39
0.24,118,7.39
0.26,118,7.39
0.28,118,7.39
0.3,118,7.39
0.32,118,7.39
0.34,118,7.39
0.36,118,7.39
0.38,118,7.39
0.4,118,7.39
0.42,118,7.39
0.44,118,7.43
0.46,118,7.48
0.48,118,7.6
0.5,118,7.74
0.52,118,8.11
0.54,118,8.61
0.56,118,9.46
0.58,118,11.95
0.6,118,15.68
0.62,118,16.96
0.64,118,18.35
0.66,118,21.94
0.68,118,24.56
0.7,118,27.35
0.72,118,31.87
0.74,118,37.19
0.76,118,43.83
0.78,118,53.59
0.8,118,70.95
0.0,119,7.38
0.02,119,7.38
0.04,119,7.38
0.06,119,7.38
0.08,119,7.38
0.1,119,7.38
0.12,119,7.38
0.14,119,7.38
0.16,119,7.38
0.18,119,7.38
0.2,119,7.38
0.22,119,7.38
0.24,119,7.38
0.26,119,7.38
0.28,119,7.38
0.3,119,7.38
0.32,119,7.38
0.34,119,7.38
0.36,119,7.38
0.38,119,7.38
0.4,119,7.38
0.42,119,7.38
0.44,119,7.42
0.46,119,7.42
0.48,119,7.59
0.5,119,7.75
0.52,119,8.0
0.54,119,8.48
0.56,119,9.39
0.58,119,11.62
0.6,119,15.49
0.62,119,16.81
0.64,119,18.17
0.66,119,21.46
0.68,119,24.3
0.7,119,26.67
0.72,119,31.41
0.74,119,36.08
0.76,119,42.06
0.78,119,51.99
0.8,119,67.35
0.0,120,7.37
0.02,120,7.37
0.04,120,7.37
0.06,120,7.37
0.08,120,7.37
0.1,120,7.37
0.12,120,7.37
0.14,120,7.37
0.16,120,7.37
0.18,120,7.37
0.2,120,7.37
0.22,120,7.37
0.24,120,7.37
0.26,120,7.37
