switch_amplitude,switch_frequency
12,0.0
19,0.02
86,0.04
17,0.06
13,0.08
14,0.1
17,0.12
15,0.14
15,0.16
16,0.18
16,0.2
17,0.22
18,0.24
18,0.26
19,0.28
19,0.3
20,0.32
20,0.34
21,0.36
21,0.38
22,0.4
22,0.42
23,0.44
23,0.46
23,0.48
24,0.5
24,0.52
24,0.54
25,0.56
25,0.58
25,0.6
26,0.62
26,0.64
26,0.66
26,0.68
26,0.7
27,0.72
27,0.74
27,0.76
27,0.78
27,0.8
28,0.82
28,0.84
28,0.86
28,0.88
28,0.9
28,0.92
29,0.94
29,0.96
29,0.98
29,1.0
29,1.02
29,1.04
29,1.06
29,1.08
30,1.1
30,1.12
30,1.14
30,1.16
30,1.18
30,1.2
30,1.22
30,1.24
30,1.26
30,1.28
30,1.3
31,1.32
30,1.34
31,1.36
31,1.38
31,1.4
31,1.42
31,1.44
31,1.46
31,1.48
31,1.5
31,1.52
31,1.54
31,1.56
31,1.58
31,1.6
31,1.62
31,1.64
31,1.66
31,1.68
31,1.7
31,1.72
32,1.74
32,1.76
32,1.78
32,1.8
32,1.82
32,1.84
32,1.86
32,1.88
32,1.9
32,1.92
32,1.94
32,1.96
32,1.98
32,2.0
32,2.02
32,2.04
32,2.06
32,2.08
32,2.1
32,2.12
32,2.14
32,2.16
32,2.18
32,2.2
32,2.22
32,2.24
32,2.26
32,2.28
32,2.3
32,2.32
32,2.34
32,2.36
32,2.38
32,2.4
32,2.42
32,2.44
32,2.46
32,2.48
32,2.5
32,2.52
32,2.54
32,2.56
32,2.58
32,2.6
32,2.62
32,2.64
32,2.66
32,2.68
32,2.7
32,2.72
32,2.74
32,2.76
32,2.78
32,2.8
32,2.82
32,2.84
32,2.86
32,2.88
32,2.9
32,2.92
32,2.94
32,2.96
32,2.98
32,3.0
