switch_amplitude,switch_frequency
69,0.0
114,0.02
100,0.06
76,0.08
80,0.1
105,0.12
88,0.14
89,0.16
93,0.18
97,0.2
101,0.22
105,0.24
109,0.26
113,0.28
118,0.3
122,0.32
127,0.34
132,0.36
137,0.38
140,0.4
145,0.42
149,0.44
154,0.46
159,0.48
163,0.5
167,0.52
171,0.54
175,0.56
180,0.58
184,0.6
189,0.62
192,0.64
195,0.66
200,0.68
204,0.7
207,0.72
212,0.74
216,0.76
218,0.78
223,0.8
226,0.82
230,0.84
234,0.86
238,0.88
240,0.9
244,0.92
247,0.94
250,0.96
254,0.98
257,1.0
260,1.02
263,1.04
266,1.06
269,1.08
271,1.1
275,1.12
277,1.14
279,1.16
282,1.18
284,1.2
286,1.22
289,1.24
292,1.26
293,1.28
296,1.3
298,1.32
299,1.34
