switch_amplitude,switch_frequency
38,0.0
62,0.02
298,0.04
54,0.06
42,0.08
44,0.1
57,0.12
48,0.14
49,0.16
51,0.18
53,0.2
55,0.22
57,0.24
60,0.26
62,0.28
64,0.3
67,0.32
69,0.34
72,0.36
74,0.38
76,0.4
78,0.42
80,0.44
82,0.46
84,0.48
87,0.5
88,0.52
90,0.54
92,0.56
93,0.58
95,0.6
97,0.62
99,0.64
100,0.66
101,0.68
103,0.7
104,0.72
106,0.74
107,0.76
108,0.78
110,0.8
111,0.82
112,0.84
114,0.86
115,0.88
116,0.9
117,0.92
118,0.94
119,0.96
120,0.98
121,1.0
122,1.02
123,1.04
124,1.06
124,1.08
125,1.1
126,1.12
127,1.14
128,1.16
129,1.18
129,1.2
130,1.22
131,1.24
131,1.26
132,1.28
132,1.3
133,1.32
133,1.34
134,1.36
135,1.38
135,1.4
136,1.42
136,1.44
136,1.46
137,1.48
138,1.5
138,1.52
138,1.54
139,1.56
139,1.58
139,1.6
140,1.62
140,1.64
140,1.66
141,1.68
141,1.7
141,1.72
142,1.74
142,1.76
142,1.78
142,1.8
143,1.82
143,1.84
143,1.86
143,1.88
143,1.9
144,1.92
144,1.94
144,1.96
144,1.98
145,2.0
145,2.02
145,2.04
145,2.06
145,2.08
145,2.1
145,2.12
146,2.14
146,2.16
146,2.18
146,2.2
146,2.22
146,2.24
146,2.26
146,2.28
147,2.3
147,2.32
147,2.34
147,2.36
147,2.38
147,2.4
147,2.42
147,2.44
147,2.46
147,2.48
148,2.5
148,2.52
148,2.54
148,2.56
148,2.58
148,2.6
148,2.62
148,2.64
148,2.66
148,2.68
148,2.7
148,2.72
148,2.74
148,2.76
148,2.78
148,2.8
149,2.82
148,2.84
149,2.86
149,2.88
149,2.9
149,2.92
149,2.94
149,2.96
149,2.98
149,3.0
