switch_amplitude,switch_frequency
46,0.0
75,0.02
64,0.06
51,0.08
53,0.1
66,0.12
57,0.14
58,0.16
60,0.18
62,0.2
64,0.22
66,0.24
68,0.26
70,0.28
73,0.3
75,0.32
77,0.34
80,0.36
82,0.38
84,0.4
87,0.42
89,0.44
92,0.46
94,0.48
96,0.5
98,0.52
100,0.54
103,0.56
105,0.58
107,0.6
110,0.62
112,0.64
113,0.66
116,0.68
118,0.7
120,0.72
122,0.74
124,0.76
125,0.78
127,0.8
129,0.82
131,0.84
133,0.86
135,0.88
136,0.9
138,0.92
140,0.94
142,0.96
143,0.98
145,1.0
146,1.02
148,1.04
150,1.06
151,1.08
152,1.1
154,1.12
155,1.14
156,1.16
158,1.18
159,1.2
160,1.22
162,1.24
163,1.26
164,1.28
165,1.3
166,1.32
167,1.34
168,1.36
169,1.38
170,1.4
171,1.42
172,1.44
173,1.46
173,1.48
174,1.5
175,1.52
176,1.54
177,1.56
177,1.58
178,1.6
179,1.62
179,1.64
180,1.66
181,1.68
181,1.7
182,1.72
182,1.74
183,1.76
183,1.78
184,1.8
184,1.82
185,1.84
185,1.86
186,1.88
186,1.9
187,1.92
187,1.94
187,1.96
188,1.98
188,2.0
189,2.02
189,2.04
189,2.06
189,2.08
190,2.1
190,2.12
190,2.14
191,2.16
191,2.18
191,2.2
191,2.22
192,2.24
192,2.26
192,2.28
193,2.3
193,2.32
193,2.34
193,2.36
193,2.38
194,2.4
194,2.42
194,2.44
194,2.46
194,2.48
194,2.5
195,2.52
195,2.54
195,2.56
195,2.58
195,2.6
195,2.62
195,2.64
196,2.66
196,2.68
196,2.7
196,2.72
196,2.74
196,2.76
196,2.78
196,2.8
197,2.82
196,2.84
197,2.86
197,2.88
197,2.9
197,2.92
197,2.94
197,2.96
197,2.98
197,3.0
