switch_amplitude,switch_frequency
9,0.0
16,0.02
97,0.04
16,0.06
11,0.08
12,0.1
18,0.12
15,0.14
15,0.16
16,0.18
17,0.2
17,0.22
19,0.24
19,0.26
19,0.28
20,0.3
20,0.32
20,0.34
21,0.36
22,0.38
21,0.4
22,0.42
22,0.44
22,0.46
22,0.48
23,0.5
23,0.52
23,0.54
23,0.56
23,0.58
23,0.6
23,0.62
23,0.64
23,0.66
23,0.68
23,0.7
23,0.72
24,0.74
24,0.76
24,0.78
24,0.8
24,0.82
24,0.84
24,0.86
24,0.88
24,0.9
24,0.92
24,0.94
24,0.96
24,0.98
24,1.0
24,1.02
24,1.04
24,1.06
24,1.08
24,1.1
24,1.12
24,1.14
24,1.16
24,1.18
24,1.2
24,1.22
24,1.24
24,1.26
24,1.28
24,1.3
24,1.32
24,1.34
24,1.36
24,1.38
24,1.4
24,1.42
24,1.44
24,1.46
24,1.48
24,1.5
24,1.52
24,1.54
25,1.56
24,1.58
24,1.6
25,1.62
24,1.64
24,1.66
25,1.68
24,1.7
24,1.72
25,1.74
25,1.76
24,1.78
25,1.8
25,1.82
24,1.84
25,1.86
25,1.88
24,1.9
25,1.92
25,1.94
24,1.96
24,1.98
25,2.0
25,2.02
25,2.04
25,2.06
24,2.08
24,2.1
25,2.12
25,2.14
25,2.16
25,2.18
25,2.2
24,2.22
25,2.24
25,2.26
25,2.28
25,2.3
25,2.32
24,2.34
25,2.36
25,2.38
25,2.4
25,2.42
25,2.44
24,2.46
24,2.48
25,2.5
25,2.52
25,2.54
25,2.56
25,2.58
24,2.6
25,2.62
25,2.64
25,2.66
25,2.68
25,2.7
24,2.72
25,2.74
25,2.76
24,2.78
25,2.8
25,2.82
24,2.84
24,2.86
25,2.88
24,2.9
25,2.92
25,2.94
24,2.96
24,2.98
25,3.0
