R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378911,-3.0173219274497978e-18,6.5887234393789145,43.41127656062109,218.05638280310544,0.010841466640192608,1.2884192164160388,49.70073931694377,48.70073931694377,1.0650487998411557,1.1192561330421187
