switch_amplitude,switch_frequency
49,0.0
80,0.02
69,0.06
54,0.08
57,0.1
72,0.12
61,0.14
62,0.16
64,0.18
67,0.2
69,0.22
71,0.24
74,0.26
76,0.28
79,0.3
81,0.32
84,0.34
87,0.36
89,0.38
91,0.4
94,0.42
96,0.44
99,0.46
102,0.48
104,0.5
106,0.52
108,0.54
111,0.56
113,0.58
115,0.6
118,0.62
120,0.64
121,0.66
124,0.68
126,0.7
128,0.72
130,0.74
132,0.76
134,0.78
136,0.8
138,0.82
140,0.84
142,0.86
144,0.88
146,0.9
148,0.92
150,0.94
151,0.96
153,0.98
155,1.0
157,1.02
158,1.04
160,1.06
162,1.08
163,1.1
165,1.12
167,1.14
168,1.16
169,1.18
171,1.2
172,1.22
174,1.24
175,1.26
176,1.28
177,1.3
179,1.32
179,1.34
181,1.36
182,1.38
183,1.4
184,1.42
185,1.44
186,1.46
187,1.48
188,1.5
189,1.52
190,1.54
191,1.56
191,1.58
192,1.6
193,1.62
194,1.64
195,1.66
195,1.68
196,1.7
196,1.72
197,1.74
198,1.76
199,1.78
199,1.8
200,1.82
200,1.84
201,1.86
201,1.88
202,1.9
202,1.92
203,1.94
203,1.96
204,1.98
204,2.0
205,2.02
205,2.04
205,2.06
206,2.08
206,2.1
207,2.12
207,2.14
207,2.16
208,2.18
208,2.2
208,2.22
208,2.24
209,2.26
209,2.28
209,2.3
210,2.32
210,2.34
210,2.36
210,2.38
210,2.4
211,2.42
211,2.44
211,2.46
211,2.48
212,2.5
212,2.52
212,2.54
212,2.56
212,2.58
212,2.6
213,2.62
213,2.64
213,2.66
213,2.68
213,2.7
213,2.72
213,2.74
214,2.76
214,2.78
214,2.8
214,2.82
214,2.84
214,2.86
214,2.88
214,2.9
214,2.92
215,2.94
215,2.96
215,2.98
215,3.0
