R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.5887234393789145,2.769620479122039e-16,6.588723439378911,43.41127656062109,218.05638280310544,0.005268267226992025,0.434384272211397,546.1638220661777,49.56034746056161,1.005268267226992,1.0842922756318725
