R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,9.526434735838175e-18,6.588723439378913,43.41127656062109,218.05638280310546,0.03273185871899403,2.857373831170803,48.1098943101102,47.1098943101102,1.1963911523139643,1.5237097395039043
