R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378913,1.1357540093766769e-16,6.588723439378913,43.41127656062109,1053.1644106482092,0.047661349645852315,8.196937258098966,42.75540139225519,41.75540139225519,1.7625815943336371,1.285968097875114
