switch_amplitude,switch_frequency
5,0.0
8,0.02
58,0.04
9,0.06
6,0.08
7,0.1
11,0.12
8,0.14
8,0.16
9,0.18
9,0.2
9,0.22
10,0.24
10,0.26
10,0.28
10,0.3
10,0.32
10,0.34
10,0.36
10,0.38
10,0.4
11,0.42
10,0.44
10,0.46
10,0.48
11,0.5
10,0.52
11,0.54
11,0.56
10,0.58
10,0.6
11,0.62
11,0.64
11,0.66
11,0.68
10,0.7
10,0.72
11,0.74
11,0.76
11,0.78
11,0.8
11,0.82
10,0.84
11,0.86
11,0.88
11,0.9
11,0.92
11,0.94
10,0.96
11,0.98
11,1.0
11,1.02
11,1.04
11,1.06
10,1.08
11,1.1
11,1.12
11,1.14
11,1.16
11,1.18
11,1.2
10,1.22
11,1.24
11,1.26
11,1.28
11,1.3
11,1.32
10,1.34
11,1.36
11,1.38
11,1.4
11,1.42
11,1.44
10,1.46
11,1.48
11,1.5
11,1.52
11,1.54
11,1.56
10,1.58
10,1.6
11,1.62
11,1.64
11,1.66
11,1.68
11,1.7
10,1.72
11,1.74
11,1.76
11,1.78
11,1.8
11,1.82
10,1.84
11,1.86
11,1.88
10,1.9
11,1.92
11,1.94
10,1.96
10,1.98
11,2.0
10,2.02
11,2.04
11,2.06
10,2.08
10,2.1
11,2.12
10,2.14
10,2.16
11,2.18
10,2.2
10,2.22
10,2.24
10,2.26
10,2.28
11,2.3
10,2.32
10,2.34
10,2.36
10,2.38
10,2.4
10,2.42
11,2.44
10,2.46
10,2.48
10,2.5
10,2.52
10,2.54
11,2.56
10,2.58
10,2.6
10,2.62
10,2.64
10,2.66
11,2.68
10,2.7
10,2.72
10,2.74
10,2.76
10,2.78
10,2.8
10,2.82
10,2.84
10,2.86
10,2.88
10,2.9
10,2.92
10,2.94
10,2.96
10,2.98
10,3.0
