switch_amplitude,switch_frequency
67,0.0
108,0.02
90,0.06
73,0.08
76,0.1
93,0.12
80,0.14
82,0.16
84,0.18
87,0.2
89,0.22
92,0.24
95,0.26
97,0.28
100,0.3
104,0.32
107,0.34
110,0.36
113,0.38
116,0.4
119,0.42
123,0.44
127,0.46
130,0.48
134,0.5
137,0.52
140,0.54
144,0.56
148,0.58
151,0.6
155,0.62
159,0.64
162,0.66
165,0.68
169,0.7
173,0.72
177,0.74
180,0.76
183,0.78
187,0.8
191,0.82
194,0.84
198,0.86
202,0.88
205,0.9
209,0.92
212,0.94
215,0.96
219,0.98
222,1.0
226,1.02
229,1.04
232,1.06
235,1.08
238,1.1
241,1.12
244,1.14
247,1.16
250,1.18
253,1.2
255,1.22
258,1.24
261,1.26
263,1.28
266,1.3
269,1.32
271,1.34
273,1.36
276,1.38
278,1.4
280,1.42
282,1.44
284,1.46
286,1.48
288,1.5
290,1.52
291,1.54
293,1.56
295,1.58
296,1.6
298,1.62
300,1.64
