switch_amplitude,switch_frequency
20,0.0
33,0.02
147,0.04
28,0.06
23,0.08
24,0.1
29,0.12
25,0.14
26,0.16
27,0.18
28,0.2
29,0.22
30,0.24
31,0.26
31,0.28
32,0.3
33,0.32
34,0.34
35,0.36
36,0.38
37,0.4
38,0.42
39,0.44
39,0.46
40,0.48
41,0.5
42,0.52
42,0.54
43,0.56
44,0.58
44,0.6
45,0.62
46,0.64
46,0.66
47,0.68
47,0.7
48,0.72
48,0.74
49,0.76
49,0.78
50,0.8
50,0.82
50,0.84
51,0.86
51,0.88
52,0.9
52,0.92
53,0.94
53,0.96
53,0.98
54,1.0
54,1.02
54,1.04
55,1.06
55,1.08
55,1.1
56,1.12
56,1.14
56,1.16
57,1.18
57,1.2
57,1.22
57,1.24
58,1.26
58,1.28
58,1.3
58,1.32
58,1.34
59,1.36
59,1.38
59,1.4
59,1.42
59,1.44
60,1.46
60,1.48
60,1.5
60,1.52
60,1.54
61,1.56
61,1.58
61,1.6
61,1.62
61,1.64
61,1.66
61,1.68
61,1.7
61,1.72
62,1.74
62,1.76
62,1.78
62,1.8
62,1.82
62,1.84
62,1.86
62,1.88
62,1.9
63,1.92
63,1.94
63,1.96
63,1.98
63,2.0
63,2.02
63,2.04
63,2.06
63,2.08
63,2.1
63,2.12
63,2.14
63,2.16
63,2.18
63,2.2
63,2.22
64,2.24
64,2.26
64,2.28
64,2.3
64,2.32
64,2.34
64,2.36
64,2.38
64,2.4
64,2.42
64,2.44
64,2.46
64,2.48
64,2.5
64,2.52
64,2.54
64,2.56
64,2.58
64,2.6
64,2.62
64,2.64
64,2.66
64,2.68
64,2.7
64,2.72
64,2.74
64,2.76
64,2.78
65,2.8
65,2.82
64,2.84
65,2.86
65,2.88
65,2.9
65,2.92
65,2.94
65,2.96
65,2.98
65,3.0
