switch_amplitude,switch_frequency
48,0.0
77,0.02
65,0.06
52,0.08
54,0.1
67,0.12
58,0.14
59,0.16
61,0.18
63,0.2
64,0.22
67,0.24
69,0.26
71,0.28
73,0.3
75,0.32
77,0.34
80,0.36
82,0.38
84,0.4
86,0.42
88,0.44
91,0.46
93,0.48
96,0.5
98,0.52
100,0.54
102,0.56
104,0.58
106,0.6
109,0.62
111,0.64
113,0.66
115,0.68
117,0.7
119,0.72
121,0.74
123,0.76
125,0.78
127,0.8
129,0.82
131,0.84
133,0.86
135,0.88
137,0.9
139,0.92
141,0.94
143,0.96
144,0.98
146,1.0
148,1.02
150,1.04
151,1.06
153,1.08
154,1.1
156,1.12
158,1.14
159,1.16
161,1.18
162,1.2
163,1.22
165,1.24
166,1.26
167,1.28
169,1.3
170,1.32
171,1.34
172,1.36
174,1.38
175,1.4
176,1.42
177,1.44
178,1.46
179,1.48
180,1.5
181,1.52
181,1.54
182,1.56
183,1.58
184,1.6
185,1.62
186,1.64
186,1.66
187,1.68
188,1.7
188,1.72
189,1.74
190,1.76
190,1.78
191,1.8
192,1.82
192,1.84
193,1.86
193,1.88
194,1.9
194,1.92
195,1.94
195,1.96
195,1.98
196,2.0
196,2.02
197,2.04
197,2.06
198,2.08
198,2.1
198,2.12
199,2.14
199,2.16
199,2.18
200,2.2
200,2.22
200,2.24
201,2.26
201,2.28
201,2.3
201,2.32
202,2.34
202,2.36
202,2.38
202,2.4
203,2.42
203,2.44
203,2.46
203,2.48
203,2.5
204,2.52
204,2.54
204,2.56
204,2.58
204,2.6
205,2.62
205,2.64
205,2.66
205,2.68
205,2.7
205,2.72
205,2.74
206,2.76
206,2.78
206,2.8
206,2.82
206,2.84
206,2.86
206,2.88
206,2.9
206,2.92
207,2.94
207,2.96
207,2.98
207,3.0
