switch_amplitude,switch_frequency
6,0.0
9,0.02
43,0.04
8,0.06
7,0.08
7,0.1
9,0.12
8,0.14
8,0.16
8,0.18
8,0.2
9,0.22
9,0.24
9,0.26
10,0.28
10,0.3
10,0.32
10,0.34
11,0.36
11,0.38
11,0.4
11,0.42
11,0.44
11,0.46
12,0.48
12,0.5
12,0.52
12,0.54
12,0.56
12,0.58
12,0.6
12,0.62
12,0.64
12,0.66
13,0.68
13,0.7
13,0.72
13,0.74
13,0.76
13,0.78
13,0.8
13,0.82
13,0.84
13,0.86
13,0.88
13,0.9
13,0.92
13,0.94
13,0.96
13,0.98
13,1.0
13,1.02
13,1.04
13,1.06
13,1.08
13,1.1
13,1.12
13,1.14
13,1.16
13,1.18
13,1.2
13,1.22
13,1.24
13,1.26
13,1.28
13,1.3
13,1.32
13,1.34
13,1.36
14,1.38
13,1.4
14,1.42
14,1.44
13,1.46
14,1.48
14,1.5
14,1.52
14,1.54
14,1.56
14,1.58
14,1.6
14,1.62
14,1.64
14,1.66
14,1.68
14,1.7
14,1.72
14,1.74
14,1.76
14,1.78
14,1.8
14,1.82
14,1.84
14,1.86
14,1.88
14,1.9
14,1.92
14,1.94
14,1.96
14,1.98
14,2.0
14,2.02
14,2.04
14,2.06
14,2.08
14,2.1
14,2.12
14,2.14
14,2.16
14,2.18
14,2.2
14,2.22
14,2.24
14,2.26
14,2.28
14,2.3
14,2.32
14,2.34
14,2.36
14,2.38
14,2.4
14,2.42
14,2.44
14,2.46
14,2.48
14,2.5
14,2.52
14,2.54
14,2.56
14,2.58
14,2.6
14,2.62
14,2.64
14,2.66
14,2.68
14,2.7
14,2.72
14,2.74
14,2.76
14,2.78
14,2.8
14,2.82
14,2.84
14,2.86
14,2.88
14,2.9
14,2.92
14,2.94
14,2.96
14,2.98
14,3.0
