switch_amplitude,switch_frequency
70,0.0
117,0.02
103,0.06
78,0.08
83,0.1
109,0.12
90,0.14
92,0.16
96,0.18
100,0.2
104,0.22
109,0.24
114,0.26
119,0.28
124,0.3
129,0.32
135,0.34
140,0.36
146,0.38
151,0.4
156,0.42
161,0.44
167,0.46
173,0.48
178,0.5
183,0.52
187,0.54
192,0.56
198,0.58
203,0.6
208,0.62
213,0.64
216,0.66
221,0.68
226,0.7
230,0.72
235,0.74
239,0.76
242,0.78
247,0.8
251,0.82
255,0.84
259,0.86
263,0.88
266,0.9
270,0.92
273,0.94
276,0.96
280,0.98
283,1.0
286,1.02
289,1.04
292,1.06
294,1.08
297,1.1
300,1.12
