R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378914,1.0142203469817897e-16,6.588723439378912,43.41127656062109,218.05638280310546,0.003214398118053712,0.2819396138842335,299.2890759279863,49.71484598799771,1.0353583792985908,1.0192863887083223
