switch_amplitude,switch_frequency
42,0.0
69,0.02
58,0.06
47,0.08
48,0.1
60,0.12
52,0.14
53,0.16
55,0.18
57,0.2
58,0.22
60,0.24
63,0.26
64,0.28
67,0.3
69,0.32
71,0.34
73,0.36
76,0.38
77,0.4
79,0.42
82,0.44
84,0.46
86,0.48
88,0.5
90,0.52
92,0.54
94,0.56
96,0.58
98,0.6
100,0.62
102,0.64
103,0.66
105,0.68
107,0.7
109,0.72
111,0.74
113,0.76
114,0.78
116,0.8
118,0.82
119,0.84
121,0.86
122,0.88
124,0.9
125,0.92
127,0.94
128,0.96
130,0.98
131,1.0
132,1.02
133,1.04
135,1.06
136,1.08
137,1.1
139,1.12
140,1.14
141,1.16
142,1.18
143,1.2
144,1.22
145,1.24
146,1.26
147,1.28
148,1.3
149,1.32
149,1.34
150,1.36
151,1.38
152,1.4
153,1.42
153,1.44
154,1.46
155,1.48
156,1.5
156,1.52
157,1.54
157,1.56
158,1.58
158,1.6
159,1.62
160,1.64
160,1.66
161,1.68
161,1.7
161,1.72
162,1.74
163,1.76
163,1.78
163,1.8
164,1.82
164,1.84
165,1.86
165,1.88
165,1.9
166,1.92
166,1.94
166,1.96
166,1.98
167,2.0
167,2.02
167,2.04
168,2.06
168,2.08
168,2.1
168,2.12
169,2.14
169,2.16
169,2.18
169,2.2
169,2.22
170,2.24
170,2.26
170,2.28
170,2.3
171,2.32
171,2.34
171,2.36
171,2.38
171,2.4
171,2.42
172,2.44
172,2.46
172,2.48
172,2.5
172,2.52
172,2.54
172,2.56
172,2.58
172,2.6
173,2.62
173,2.64
173,2.66
173,2.68
173,2.7
173,2.72
173,2.74
173,2.76
173,2.78
174,2.8
174,2.82
174,2.84
174,2.86
174,2.88
174,2.9
174,2.92
174,2.94
174,2.96
174,2.98
174,3.0
