R_init,NR_init,M_init,MR_init,KDM5A_init,H4_init,H0_init,PRC2_init,H27_init,KDM6A_init,KMT_init
6.588723439378911,1.5337800843006638e-18,6.5887234393789145,43.41127656062109,44.41127656062109,0.08811878627110671,2.913201157525865,47.99868005620302,46.99868005620302,2.4099005803377076,1.0881187862711068
