switch_amplitude,switch_frequency
23,0.0
40,0.02
259,0.04
39,0.06
27,0.08
30,0.1
46,0.12
36,0.14
36,0.16
39,0.18
41,0.2
44,0.22
47,0.24
49,0.26
49,0.28
51,0.3
52,0.32
52,0.34
55,0.36
56,0.38
56,0.4
57,0.42
57,0.44
57,0.46
59,0.48
60,0.5
60,0.52
61,0.54
61,0.56
61,0.58
62,0.6
63,0.62
63,0.64
63,0.66
64,0.68
63,0.7
63,0.72
65,0.74
65,0.76
65,0.78
65,0.8
65,0.82
65,0.84
66,0.86
67,0.88
66,0.9
67,0.92
67,0.94
67,0.96
67,0.98
68,1.0
68,1.02
68,1.04
68,1.06
68,1.08
68,1.1
69,1.12
69,1.14
69,1.16
70,1.18
69,1.2
69,1.22
70,1.24
70,1.26
70,1.28
71,1.3
70,1.32
70,1.34
71,1.36
71,1.38
71,1.4
71,1.42
71,1.44
71,1.46
71,1.48
72,1.5
72,1.52
72,1.54
72,1.56
72,1.58
72,1.6
72,1.62
72,1.64
72,1.66
72,1.68
72,1.7
72,1.72
73,1.74
73,1.76
72,1.78
73,1.8
73,1.82
72,1.84
73,1.86
73,1.88
73,1.9
73,1.92
73,1.94
73,1.96
73,1.98
73,2.0
73,2.02
73,2.04
74,2.06
73,2.08
73,2.1
74,2.12
74,2.14
73,2.16
74,2.18
74,2.2
73,2.22
74,2.24
74,2.26
74,2.28
74,2.3
74,2.32
74,2.34
74,2.36
74,2.38
74,2.4
74,2.42
74,2.44
74,2.46
74,2.48
74,2.5
74,2.52
74,2.54
74,2.56
74,2.58
74,2.6
74,2.62
74,2.64
74,2.66
74,2.68
74,2.7
74,2.72
74,2.74
74,2.76
74,2.78
74,2.8
74,2.82
74,2.84
74,2.86
74,2.88
74,2.9
74,2.92
74,2.94
74,2.96
74,2.98
74,3.0
